SiteID,Taxon ID,Scientific name,Sc,V,I,F,N,P,Se,No of guilds
21,6008009,Alcippe poioicephala,0,0,1,0,1,0,0,2
21,6008013,Alcippe nipalensis,0,0,1,1,0,0,0,2
21,6008039,Erpornis zantholeuca,0,0,1,1,1,0,0,3
21,6008196,Dicaeum chrysorrheum,0,0,0,1,1,0,0,2
21,6008209,Dicaeum concolor,0,0,1,1,1,0,0,3
21,6008341,Aethopyga siparaja,0,0,1,0,1,0,0,2
21,6008344,Arachnothera longirostra,0,0,1,0,1,0,0,2
21,6008352,Arachnothera magna,0,0,1,0,1,0,0,2
21,60031259,Abroscopus superciliaris,0,0,1,0,0,0,0,1
21,60032266,Copsychus malabaricus,0,0,1,1,0,0,0,2
21,60032280,Chloropsis aurifrons,0,0,1,1,1,0,0,3
21,60032281,Seicercus burkii,0,0,1,0,0,0,0,1
21,60032458,Macronous gularis,0,0,1,0,0,0,0,1
21,60032460,Gampsorhynchus rufulus,0,0,1,0,0,0,0,1
21,60032465,Yuhina castaniceps,0,0,1,0,0,0,0,1
21,60032518,Pomatorhinus horsfieldii,0,0,1,1,1,0,0,3
21,60032683,Dicrurus hottentottus,0,0,1,0,1,0,0,2
22,600210,Arborophila atrogularis,0,0,1,1,0,1,1,4
22,600246,Gallus gallus,0,0,1,0,0,1,1,3
22,600250,Lophura leucomelanos,0,1,1,1,0,0,1,4
22,600568,Sasia ochracea,0,0,1,0,0,0,0,1
22,600691,Celeus brachyurus,0,0,1,0,0,0,0,1
22,600723,Picus flavinucha,0,0,1,0,0,0,0,1
22,600734,Picus canus,0,0,1,0,0,0,0,1
22,600739,Chrysocolaptes lucidus,0,0,1,0,0,0,0,1
22,600745,Blythipicus pyrrhotis,0,0,1,0,0,0,0,1
22,600756,Megalaima virens,0,0,0,1,0,0,0,1
22,600770,Megalaima asiatica,0,0,0,1,0,0,0,1
22,600776,Megalaima australis,0,0,0,1,0,0,0,1
22,600947,Anthracoceros albirostris,0,0,0,1,0,0,0,1
22,600952,Buceros bicornis,0,0,0,1,0,0,0,1
22,6001031,Harpactes erythrocephalus,0,0,1,1,0,1,0,3
22,6001083,Ceyx erithaca,0,1,1,0,0,0,0,2
22,6001249,Phaenicophaeus tristis,0,1,1,0,0,0,0,2
22,6002262,Glaucidium brodiei,0,1,1,0,0,0,0,2
22,6002278,Glaucidium radiatum,0,0,1,0,0,0,0,1
22,6004034,Serilophus lunatus,0,0,1,0,0,0,0,1
22,6005507,Irena puella,0,0,0,1,0,0,0,1
22,6005515,Chloropsis hardwickii,0,0,1,1,1,0,0,3
22,6005732,Cissa chinensis,0,1,1,0,0,0,0,2
22,6005737,Dendrocitta formosae,0,1,1,0,0,0,0,2
22,6005878,Oriolus xanthonotus,0,0,1,1,0,0,0,2
22,6005896,Oriolus traillii,0,0,1,1,1,0,0,3
22,6005988,Rhipidura albicollis,0,0,1,0,0,0,0,1
22,6006035,Dicrurus leucophaeus,0,0,1,0,0,0,0,1
22,6006038,Dicrurus aeneus,0,0,1,0,0,0,0,1
22,6006039,Dicrurus remifer,0,0,1,0,0,0,0,1
22,6006048,Dicrurus paradiseus,0,0,1,0,0,0,0,1
22,6006061,Hypothymis azurea,0,0,1,0,0,0,0,1
22,6006242,Tephrodornis gularis,0,0,1,0,0,0,0,1
22,6006301,Myophonus caeruleus,0,0,1,1,0,0,1,3
22,6006524,Ficedula hyperythra,0,0,1,0,0,0,0,1
22,6006535,Ficedula westermanni,0,0,1,0,0,0,0,1
22,6006556,Cyornis concretus,0,0,1,0,0,0,0,1
22,6006561,Cyornis poliogenys,0,0,1,0,0,0,0,1
22,6006563,Cyornis rubeculoides,0,0,1,0,0,0,0,1
22,6006573,Culicicapa ceylonensis,0,0,1,0,0,0,0,1
22,6006663,Cinclidium leucurum,0,0,1,1,0,0,0,2
22,6006670,Enicurus immaculatus,0,0,1,0,0,0,0,1
22,6006841,Gracula religiosa,0,0,0,1,0,0,0,1
22,6006883,Sitta castanea,0,0,1,0,0,0,1,2
22,6007067,Melanochlora sultanea,0,0,1,0,0,0,0,1
22,6007180,Pycnonotus melanicterus,0,0,1,0,0,0,0,1
22,6007277,Alophoixus flaveolus,0,0,0,1,0,0,0,1
22,6007296,Hemixos flavala,0,0,1,1,1,0,0,3
22,6007299,Hypsipetes virescens,0,0,1,1,0,0,0,2
22,6007534,Tesia cyaniventer,0,0,1,0,0,0,0,1
22,6007719,Phylloscopus inornatus,0,0,1,0,0,0,0,1
22,6007721,Phylloscopus trochiloides,0,0,1,0,0,0,0,1
22,6007847,Pellorneum ruficeps,0,0,1,0,0,0,0,1
22,6007908,Stachyris rufifrons,0,0,1,0,0,0,0,1
22,6007924,Stachyris nigriceps,0,0,1,0,0,0,0,1
22,6008009,Alcippe poioicephala,0,0,1,0,1,0,0,2
22,6008013,Alcippe nipalensis,0,0,1,1,0,0,0,2
22,6008039,Erpornis zantholeuca,0,0,1,1,1,0,0,3
22,6008209,Dicaeum concolor,0,0,1,1,1,0,0,3
22,6008340,Aethopyga saturata,0,0,1,0,1,0,0,2
22,6008341,Aethopyga siparaja,0,0,1,0,1,0,0,2
22,6008344,Arachnothera longirostra,0,0,1,0,1,0,0,2
22,6008352,Arachnothera magna,0,0,1,0,1,0,0,2
22,60031259,Abroscopus superciliaris,0,0,1,0,0,0,0,1
22,60031520,Trichastoma tickelli,0,0,1,0,0,0,0,1
22,60032261,Chloropsis cochinchinensis,0,0,1,1,0,0,0,2
22,60032266,Copsychus malabaricus,0,0,1,1,0,0,0,2
22,60032280,Chloropsis aurifrons,0,0,1,1,1,0,0,3
22,60032281,Seicercus burkii,0,0,1,0,0,0,0,1
22,60032374,Garrulax leucolophus,0,0,1,1,0,0,1,3
22,60032458,Macronous gularis,0,0,1,0,0,0,0,1
22,60032460,Gampsorhynchus rufulus,0,0,1,0,0,0,0,1
22,60032518,Pomatorhinus horsfieldii,0,0,1,1,1,0,0,3
22,60032657,Polyplectron bicalcaratum,0,0,1,1,0,0,1,3
22,60032683,Dicrurus hottentottus,0,0,1,0,1,0,0,2
23,600210,Arborophila atrogularis,0,0,1,1,0,1,1,4
23,600246,Gallus gallus,0,0,1,0,0,1,1,3
23,600250,Lophura leucomelanos,0,1,1,1,0,0,1,4
23,600540,Picumnus innominatus,0,0,1,0,0,0,0,1
23,600721,Picus chlorolophus,0,0,1,0,0,0,0,1
23,600723,Picus flavinucha,0,0,1,0,0,0,0,1
23,600734,Picus canus,0,0,1,0,0,0,0,1
23,600745,Blythipicus pyrrhotis,0,0,1,0,0,0,0,1
23,600756,Megalaima virens,0,0,0,1,0,0,0,1
23,600770,Megalaima asiatica,0,0,0,1,0,0,0,1
23,600776,Megalaima australis,0,0,0,1,0,0,0,1
23,600947,Anthracoceros albirostris,0,0,0,1,0,0,0,1
23,600952,Buceros bicornis,0,0,0,1,0,0,0,1
23,6001031,Harpactes erythrocephalus,0,0,1,1,0,1,0,3
23,6001043,Eurystomus orientalis,0,0,1,0,0,0,0,1
23,6001199,Cuculus varius,0,1,1,1,0,0,0,3
23,6001249,Phaenicophaeus tristis,0,1,1,0,0,0,0,2
23,6001515,Loriculus vernalis,0,0,0,1,1,0,0,2
23,6002166,Otus spilocephalus,0,0,1,0,0,0,0,1
23,6002262,Glaucidium brodiei,0,1,1,0,0,0,0,2
23,6002276,Glaucidium cuculoides,0,0,1,0,0,0,0,1
23,6002278,Glaucidium radiatum,0,0,1,0,0,0,0,1
23,6002636,Treron curvirostra,0,0,0,1,0,0,0,1
23,6002648,Treron apicauda,0,0,0,1,0,0,0,1
23,6002740,Ducula badia,0,0,0,1,0,0,0,1
23,6004035,Psarisomus dalhousiae,0,0,1,0,0,0,0,1
23,6005507,Irena puella,0,0,0,1,0,0,0,1
23,6005515,Chloropsis hardwickii,0,0,1,1,1,0,0,3
23,6005732,Cissa chinensis,0,1,1,0,0,0,0,2
23,6005737,Dendrocitta formosae,0,1,1,0,0,0,0,2
23,6005878,Oriolus xanthonotus,0,0,1,1,0,0,0,2
23,6005896,Oriolus traillii,0,0,1,1,1,0,0,3
23,6005981,Hemipus picatus,0,0,1,0,0,0,0,1
23,6005988,Rhipidura albicollis,0,0,1,0,0,0,0,1
23,6006035,Dicrurus leucophaeus,0,0,1,0,0,0,0,1
23,6006038,Dicrurus aeneus,0,0,1,0,0,0,0,1
23,6006039,Dicrurus remifer,0,0,1,0,0,0,0,1
23,6006048,Dicrurus paradiseus,0,0,1,0,0,0,0,1
23,6006061,Hypothymis azurea,0,0,1,0,0,0,0,1
23,6006147,Aegithina tiphia,0,0,1,0,0,0,0,1
23,6006242,Tephrodornis gularis,0,0,1,0,0,0,0,1
23,6006301,Myophonus caeruleus,0,0,1,1,0,0,1,3
23,6006312,Zoothera citrina,0,0,1,1,0,0,1,3
23,6006524,Ficedula hyperythra,0,0,1,0,0,0,0,1
23,6006535,Ficedula westermanni,0,0,1,0,0,0,0,1
23,6006556,Cyornis concretus,0,0,1,0,0,0,0,1
23,6006561,Cyornis poliogenys,0,0,1,0,0,0,0,1
23,6006573,Culicicapa ceylonensis,0,0,1,0,0,0,0,1
23,6006670,Enicurus immaculatus,0,0,1,0,0,0,0,1
23,6007067,Melanochlora sultanea,0,0,1,0,0,0,0,1
23,6007180,Pycnonotus melanicterus,0,0,1,0,0,0,0,1
23,6007277,Alophoixus flaveolus,0,0,0,1,0,0,0,1
23,6007296,Hemixos flavala,0,0,1,1,1,0,0,3
23,6007455,Zosterops palpebrosus,0,0,1,1,1,0,1,4
23,6007534,Tesia cyaniventer,0,0,1,0,0,0,0,1
23,6007647,Orthotomus atrogularis,0,0,1,0,0,0,0,1
23,6007719,Phylloscopus inornatus,0,0,1,0,0,0,0,1
23,6007721,Phylloscopus trochiloides,0,0,1,0,0,0,0,1
23,6007731,Phylloscopus cantator,0,0,1,0,0,0,0,1
23,6007750,Abroscopus schisticeps,0,0,1,0,0,0,0,1
23,6007847,Pellorneum ruficeps,0,0,1,0,0,0,0,1
23,6007888,Napothera brevicaudata,0,0,1,0,0,0,0,1
23,6007908,Stachyris rufifrons,0,0,1,0,0,0,0,1
23,6007924,Stachyris nigriceps,0,0,1,0,0,0,0,1
23,6008009,Alcippe poioicephala,0,0,1,0,1,0,0,2
23,6008013,Alcippe nipalensis,0,0,1,1,0,0,0,2
23,6008039,Erpornis zantholeuca,0,0,1,1,1,0,0,3
23,6008196,Dicaeum chrysorrheum,0,0,0,1,1,0,0,2
23,6008209,Dicaeum concolor,0,0,1,1,1,0,0,3
23,6008340,Aethopyga saturata,0,0,1,0,1,0,0,2
23,6008341,Aethopyga siparaja,0,0,1,0,1,0,0,2
23,6008344,Arachnothera longirostra,0,0,1,0,1,0,0,2
23,6008352,Arachnothera magna,0,0,1,0,1,0,0,2
23,60031259,Abroscopus superciliaris,0,0,1,0,0,0,0,1
23,60032261,Chloropsis cochinchinensis,0,0,1,1,0,0,0,2
23,60032269,Phylloscopus reguloides,0,0,1,0,0,0,0,1
23,60032280,Chloropsis aurifrons,0,0,1,1,1,0,0,3
23,60032281,Seicercus burkii,0,0,1,0,0,0,0,1
23,60032374,Garrulax leucolophus,0,0,1,1,0,0,1,3
23,60032458,Macronous gularis,0,0,1,0,0,0,0,1
23,60032518,Pomatorhinus horsfieldii,0,0,1,1,1,0,0,3
23,60032657,Polyplectron bicalcaratum,0,0,1,1,0,0,1,3
23,60032683,Dicrurus hottentottus,0,0,1,0,1,0,0,2
24,60014,Tinamus major,0,0,0,1,0,0,1,2
24,60028,Crypturellus boucardi,0,0,0,1,0,0,1,2
24,60079,Penelope purpurascens,0,0,0,1,0,0,0,1
24,600103,Crax rubra,0,0,0,1,0,0,0,1
24,600326,Odontophorus melanotis,0,0,0,1,0,0,0,1
24,600576,Melanerpes pucherani,0,0,1,0,0,0,0,1
24,600672,Piculus simplex,0,0,1,0,0,0,0,1
24,600692,Celeus loricatus,0,0,1,1,0,0,0,2
24,600695,Celeus castaneus,0,0,1,0,0,0,0,1
24,600704,Dryocopus lineatus,0,0,1,0,0,0,0,1
24,600713,Campephilus guatemalensis,0,0,1,0,0,0,0,1
24,600860,Selenidera spectabilis,0,1,1,1,0,0,0,3
24,600866,Ramphastos sulfuratus,0,1,1,1,0,0,0,3
24,600872,Ramphastos swainsonii,0,1,1,1,0,0,0,3
24,600894,Jacamerops aureus,0,0,1,0,0,0,0,1
24,600913,Malacoptila panamensis,0,0,1,0,0,0,0,1
24,600925,Monasa morphoeus,0,1,1,0,0,0,0,2
24,6001005,Trogon massena,0,1,1,1,0,0,0,3
24,6001007,Trogon clathratus,0,0,1,1,0,0,0,2
24,6001018,Trogon rufus,0,0,1,1,0,0,0,2
24,6001053,Electron platyrhynchum,0,0,1,0,0,0,0,1
24,6001056,Baryphthengus martii,0,1,1,1,0,0,0,3
24,6001159,Chloroceryle aenea,0,1,1,0,0,0,0,2
24,6001312,Piaya cayana,0,0,1,0,0,0,0,1
24,6001330,Neomorphus geoffroyi,0,1,1,0,0,0,0,2
24,6001550,Ara ambiguus,0,0,0,1,0,0,1,2
24,6001576,Aratinga nana,0,0,0,1,1,0,0,2
24,6001642,Pyrilia haematotis,0,0,0,1,0,1,1,3
24,6001657,Pionus senilis,0,0,0,1,0,0,1,2
24,6001671,Amazona autumnalis,0,0,0,1,0,0,1,2
24,6001685,Amazona farinosa,0,0,0,1,0,0,1,2
24,6001797,Glaucis aeneus,0,0,1,0,1,0,0,2
24,6001800,Threnetes ruckeri,0,0,1,0,1,0,0,2
24,6001805,Phaethornis superciliosus,0,0,1,0,1,0,0,2
24,6001824,Eutoxeres aquila,0,0,1,0,1,0,0,2
24,6001844,Florisuga mellivora,0,0,1,0,1,0,0,2
24,6001861,Klais guimeti,0,0,1,0,1,0,0,2
24,6001897,Thalurania colombica,0,0,1,0,1,0,0,2
24,6001938,Amazilia amabilis,0,0,1,0,1,0,0,2
24,6001967,Chalybura urochrysia,0,0,1,0,1,0,0,2
24,6002077,Heliothryx barroti,0,0,1,0,1,0,0,2
24,6002476,Patagioenas speciosa,0,0,0,1,0,0,0,1
24,6002490,Patagioenas nigrirostris,0,0,0,1,0,0,0,1
24,6002593,Geotrygon veraguensis,0,0,1,1,0,0,1,3
24,6002601,Geotrygon violacea,0,0,0,1,0,0,1,2
24,6002602,Geotrygon montana,0,0,1,1,0,0,1,3
24,6002884,Aramides cajaneus,0,1,1,1,0,0,1,4
24,6003349,Harpagus bidentatus,0,1,1,0,0,0,0,2
24,6003483,Leucopternis semiplumbeus,0,1,0,0,0,0,0,1
24,6003574,Micrastur ruficollis,0,1,0,0,0,0,0,1
24,6003577,Micrastur mirandollei,0,1,0,0,0,0,0,1
24,6003578,Micrastur semitorquatus,0,1,0,0,0,0,0,1
24,6004045,Mionectes olivaceus,0,0,0,1,0,0,0,1
24,6004046,Mionectes oleagineus,0,0,0,1,0,0,0,1
24,6004109,Zimmerius vilissimus,0,0,1,1,0,0,0,2
24,6004118,Ornithion brunneicapillus,0,0,1,0,0,0,0,1
24,6004211,Myiornis atricapillus,0,0,1,0,0,0,0,1
24,6004221,Rhynchocyclus brevirostris,0,0,1,1,0,0,1,3
24,6004225,Tolmomyias assimilis,0,0,1,0,0,0,0,1
24,6004231,Platyrinchus coronatus,0,0,1,0,0,0,0,1
24,6004235,Onychorhynchus coronatus,0,0,1,0,0,0,0,1
24,6004248,Terenotriccus erythrurus,0,0,1,0,0,0,0,1
24,6004276,Empidonax flaviventris,0,0,1,0,0,0,0,1
24,6004277,Empidonax virescens,0,0,1,1,0,0,0,2
24,6004371,Attila spadiceus,0,1,1,0,0,0,0,2
24,6004374,Rhytipterna holerythra,0,0,1,1,0,0,1,3
24,6004393,Myiarchus crinitus,0,0,1,1,0,0,0,2
24,6004422,Megarynchus pitangua,0,0,1,0,0,0,0,1
24,6004434,Myiozetetes granadensis,0,0,1,1,0,0,1,3
24,6004461,Tityra semifasciata,0,0,0,1,0,0,0,1
24,6004499,Lipaugus unirufus,0,0,1,1,0,0,0,2
24,6004513,Carpodectes nitidus,0,0,0,1,0,0,0,1
24,6004519,Querula purpurata,0,0,1,1,0,0,0,2
24,6004521,Cephalopterus glabricollis,0,0,0,1,0,0,0,1
24,6004525,Procnias tricarunculatus,0,0,0,1,0,0,0,1
24,6004535,Pipra mentalis,0,0,1,1,0,0,0,2
24,6004540,Pipra pipra,0,0,1,1,0,0,0,2
24,6004558,Corapipo altera,0,0,0,1,0,0,0,1
24,6004560,Manacus candei,0,0,1,1,0,0,0,2
24,6004583,Piprites griseiceps,0,0,1,1,0,0,0,2
24,6004630,Dysithamnus striaticeps,0,0,1,0,0,0,0,1
24,6004651,Epinecrophylla fulviventris,0,0,1,0,0,0,0,1
24,6004657,Myrmotherula axillaris,0,0,1,0,0,0,0,1
24,6004737,Myrmeciza exsul,0,0,1,0,0,0,0,1
24,6004758,Gymnopithys leucaspis,0,0,1,0,0,0,0,1
24,6004767,Hylophylax naevioides,0,1,1,0,0,0,0,2
24,6004775,Phaenostictus mcleannani,0,1,1,0,0,0,0,2
24,6004957,Hyloctistes subulatus,0,0,1,0,0,0,0,1
24,6004986,Automolus ochrolaemus,0,1,1,0,0,0,0,2
24,6005001,Sclerurus guatemalensis,0,0,1,0,0,0,0,1
24,6005005,Xenops minutus,0,0,1,0,0,0,0,1
24,6005015,Deconychura longicauda,0,0,1,0,0,0,0,1
24,6005018,Glyphorynchus spirurus,0,0,1,0,0,0,0,1
24,6005042,Xiphorhynchus lachrymosus,0,0,1,0,0,0,0,1
24,6005043,Xiphorhynchus erythropygius,0,0,1,0,0,0,0,1
24,6005058,Formicarius analis,0,0,1,0,0,0,0,1
24,6005100,Hylopezus perspicillatus,0,0,1,0,0,0,0,1
24,6005557,Vireolanius pulchellus,0,0,1,0,0,0,0,1
24,6005583,Vireo philadelphicus,0,0,1,0,0,0,0,1
24,6005584,Vireo olivaceus,0,0,1,0,0,0,0,1
24,6005605,Hylophilus ochraceiceps,0,0,1,0,0,0,0,1
24,6005606,Hylophilus decurtatus,0,0,1,0,0,0,0,1
24,6006356,Myadestes melanops,0,0,1,1,0,0,0,2
24,6006371,Catharus minimus,0,0,1,0,0,0,0,1
24,6006372,Catharus ustulatus,0,0,1,1,0,0,0,2
24,6006374,Hylocichla mustelina,0,0,1,1,0,0,0,2
24,6006431,Turdus obsoletus,0,0,1,1,0,0,1,3
24,6006954,Thryothorus nigricapillus,0,0,1,0,0,0,0,1
24,6006955,Thryothorus thoracicus,0,0,1,0,0,0,0,1
24,6006978,Henicorhina leucosticta,0,0,1,0,0,0,0,1
24,6006981,Microcerculus philomela,0,0,1,0,0,0,0,1
24,6006985,Cyphorhinus phaeocephalus,0,0,1,0,0,0,0,1
24,6006990,Microbates cinereiventris,0,0,1,0,0,0,0,1
24,6006991,Ramphocaenus melanurus,0,0,1,0,0,0,0,1
24,6006998,Polioptila plumbea,0,0,1,0,0,0,0,1
24,6009038,Arremon aurantiirostris,0,0,1,0,0,0,1,2
24,6009046,Arremonops conirostris,0,0,1,1,0,0,1,3
24,6009098,Dendroica pensylvanica,0,0,1,0,0,0,0,1
24,6009108,Dendroica fusca,0,0,1,0,0,0,0,1
24,6009118,Dendroica castanea,0,0,1,0,0,0,0,1
24,6009128,Helmitheros vermivorum,0,0,1,0,0,0,0,1
24,6009132,Parkesia motacilla,0,0,1,0,0,0,0,1
24,6009133,Oporornis formosus,0,0,1,0,0,0,0,1
24,6009141,Geothlypis semiflava,0,0,1,0,0,0,0,1
24,6009152,Wilsonia canadensis,0,0,1,0,0,0,0,1
24,6009191,Phaeothlypis fulvicauda,0,0,1,0,0,0,0,1
24,6009199,Coereba flaveola,0,0,0,0,1,0,0,1
24,6009267,Chlorothraupis carmioli,0,0,1,0,0,0,0,1
24,6009283,Tachyphonus luctuosus,0,0,1,0,0,0,0,1
24,6009284,Tachyphonus delatrii,0,0,1,0,0,0,0,1
24,6009296,Piranga rubra,0,0,1,0,0,0,0,1
24,6009310,Ramphocelus passerinii,0,0,1,1,0,0,0,2
24,6009350,Euphonia luteicapilla,0,0,0,1,0,0,0,1
24,6009365,Euphonia gouldi,0,0,0,1,0,0,0,1
24,6009368,Euphonia minuta,0,0,0,1,0,0,0,1
24,6009396,Tangara icterocephala,0,0,0,1,1,0,0,2
24,6009418,Tangara larvata,0,0,1,1,0,0,0,2
24,6009438,Dacnis cayana,0,0,1,1,0,0,0,2
24,6009441,Chlorophanes spiza,0,0,1,1,0,0,0,2
24,6009443,Cyanerpes lucidus,0,0,1,1,0,0,1,3
24,6009630,Saltator grossus,0,0,1,0,0,0,1,2
24,6009662,Psarocolius wagleri,0,1,1,1,1,0,0,4
24,6009664,Psarocolius montezuma,0,1,1,1,1,0,0,4
24,6009670,Cacicus uropygialis,0,0,1,1,1,0,0,3
24,60030141,Glaucidium griseiceps,0,1,1,0,0,0,0,2
24,60030147,Dendrocolaptes sanctithomae,0,0,1,0,0,0,0,1
24,60030148,Xiphorhynchus susurrans,0,0,1,0,0,0,0,1
24,60030149,Thamnophilus atrinucha,0,0,1,0,0,0,0,1
24,60030161,Oryzoborus funereus,0,0,0,0,0,0,1,1
24,60030207,Megascops guatemalae,0,0,1,0,0,0,0,1
24,60031106,Amazilia tzacatl,0,0,1,0,1,0,0,2
24,60032188,Notharchus hyperrhynchus,0,0,1,0,0,0,0,1
24,60032200,Sporophila americana,0,0,0,1,0,0,1,2
24,60032248,Dendrocincla fuliginosa,0,1,1,0,0,0,0,2
24,60032468,Pteroglossus torquatus,0,0,0,1,0,0,0,1
24,60032718,Phaethornis longuemareus,0,0,1,0,1,0,0,2
25,60021,Crypturellus soui,0,0,0,1,0,1,1,3
25,60028,Crypturellus boucardi,0,0,0,1,0,0,1,2
25,60061,Ortalis cinereiceps,0,0,0,1,0,0,0,1
25,60079,Penelope purpurascens,0,0,0,1,0,0,0,1
25,600576,Melanerpes pucherani,0,0,1,0,0,0,0,1
25,600672,Piculus simplex,0,0,1,0,0,0,0,1
25,600695,Celeus castaneus,0,0,1,0,0,0,0,1
25,600704,Dryocopus lineatus,0,0,1,0,0,0,0,1
25,600713,Campephilus guatemalensis,0,0,1,0,0,0,0,1
25,600866,Ramphastos sulfuratus,0,1,1,1,0,0,0,3
25,600872,Ramphastos swainsonii,0,1,1,1,0,0,0,3
25,600886,Galbula ruficauda,0,0,1,0,0,0,0,1
25,600913,Malacoptila panamensis,0,0,1,0,0,0,0,1
25,6001005,Trogon massena,0,1,1,1,0,0,0,3
25,6001018,Trogon rufus,0,0,1,1,0,0,0,2
25,6001053,Electron platyrhynchum,0,0,1,0,0,0,0,1
25,6001056,Baryphthengus martii,0,1,1,1,0,0,0,3
25,6001154,Megaceryle torquata,0,1,1,0,0,0,0,2
25,6001156,Chloroceryle amazona,0,1,1,0,0,0,0,2
25,6001159,Chloroceryle aenea,0,1,1,0,0,0,0,2
25,6001312,Piaya cayana,0,0,1,0,0,0,0,1
25,6001322,Crotophaga sulcirostris,0,1,1,1,0,0,1,4
25,6001568,Aratinga finschi,0,0,0,1,1,0,0,2
25,6001576,Aratinga nana,0,0,0,1,1,0,0,2
25,6001625,Brotogeris jugularis,0,0,0,1,1,0,1,3
25,6001642,Pyrilia haematotis,0,0,0,1,0,1,1,3
25,6001657,Pionus senilis,0,0,0,1,0,0,1,2
25,6001671,Amazona autumnalis,0,0,0,1,0,0,1,2
25,6001685,Amazona farinosa,0,0,0,1,0,0,1,2
25,6001797,Glaucis aeneus,0,0,1,0,1,0,0,2
25,6001800,Threnetes ruckeri,0,0,1,0,1,0,0,2
25,6001805,Phaethornis superciliosus,0,0,1,0,1,0,0,2
25,6001824,Eutoxeres aquila,0,0,1,0,1,0,0,2
25,6001844,Florisuga mellivora,0,0,1,0,1,0,0,2
25,6001851,Anthracothorax prevostii,0,0,1,0,1,0,0,2
25,6001861,Klais guimeti,0,0,1,0,1,0,0,2
25,6001897,Thalurania colombica,0,0,1,0,1,0,0,2
25,6001909,Hylocharis eliciae,0,0,1,0,1,0,0,2
25,6001938,Amazilia amabilis,0,0,1,0,1,0,0,2
25,6001967,Chalybura urochrysia,0,0,1,0,1,0,0,2
25,6002077,Heliothryx barroti,0,0,1,0,1,0,0,2
25,6002371,Nyctidromus albicollis,0,0,1,0,0,0,0,1
25,6002484,Patagioenas cayennensis,0,0,0,1,0,0,1,2
25,6002485,Patagioenas flavirostris,0,0,0,1,0,0,1,2
25,6002490,Patagioenas nigrirostris,0,0,0,1,0,0,0,1
25,6002564,Columbina talpacoti,0,0,0,0,0,0,1,1
25,6002569,Claravis pretiosa,0,0,1,0,0,0,1,2
25,6002585,Leptotila cassini,0,0,0,0,0,0,1,1
25,6002601,Geotrygon violacea,0,0,0,1,0,0,1,2
25,6002602,Geotrygon montana,0,0,1,1,0,0,1,3
25,6002839,Laterallus albigularis,0,0,1,0,0,0,1,2
25,6003330,Leptodon cayanensis,0,1,1,0,0,0,0,2
25,6003349,Harpagus bidentatus,0,1,1,0,0,0,0,2
25,6003352,Ictinia plumbea,0,0,1,0,0,0,0,1
25,6003442,Accipiter superciliosus,0,1,0,0,0,0,0,1
25,6003483,Leucopternis semiplumbeus,0,1,0,0,0,0,0,1
25,6003558,Spizaetus tyrannus,0,1,0,0,0,0,0,1
25,6003573,Herpetotheres cachinnans,0,1,0,0,0,0,0,1
25,6003574,Micrastur ruficollis,0,1,0,0,0,0,0,1
25,6003577,Micrastur mirandollei,0,1,0,0,0,0,0,1
25,6003578,Micrastur semitorquatus,0,1,0,0,0,0,0,1
25,6003818,Cathartes aura,1,0,0,0,0,0,0,1
25,6004045,Mionectes olivaceus,0,0,0,1,0,0,0,1
25,6004046,Mionectes oleagineus,0,0,0,1,0,0,0,1
25,6004051,Leptopogon amaurocephalus,0,0,1,1,0,0,0,2
25,6004085,Poecilotriccus sylvia,0,0,1,0,0,0,0,1
25,6004088,Todirostrum cinereum,0,0,1,0,0,0,0,1
25,6004109,Zimmerius vilissimus,0,0,1,1,0,0,0,2
25,6004123,Capsiempis flaveola,0,0,1,0,0,0,0,1
25,6004218,Oncostoma cinereigulare,0,0,1,0,0,0,0,1
25,6004221,Rhynchocyclus brevirostris,0,0,1,1,0,0,1,3
25,6004224,Tolmomyias sulphurescens,0,0,1,0,0,0,0,1
25,6004225,Tolmomyias assimilis,0,0,1,0,0,0,0,1
25,6004235,Onychorhynchus coronatus,0,0,1,0,0,0,0,1
25,6004248,Terenotriccus erythrurus,0,0,1,0,0,0,0,1
25,6004258,Aphanotriccus capitalis,0,0,1,0,0,0,0,1
25,6004270,Contopus virens,0,0,1,0,0,0,0,1
25,6004276,Empidonax flaviventris,0,0,1,0,0,0,0,1
25,6004277,Empidonax virescens,0,0,1,1,0,0,0,2
25,6004279,Empidonax traillii,0,0,1,0,0,0,0,1
25,6004362,Colonia colonus,0,0,1,0,0,0,0,1
25,6004371,Attila spadiceus,0,1,1,0,0,0,0,2
25,6004374,Rhytipterna holerythra,0,0,1,1,0,0,1,3
25,6004377,Laniocera rufescens,0,1,1,1,0,0,0,3
25,6004382,Myiarchus tuberculifer,0,0,1,1,0,0,1,3
25,6004393,Myiarchus crinitus,0,0,1,1,0,0,0,2
25,6004415,Tyrannus tyrannus,0,0,1,1,0,0,0,2
25,6004422,Megarynchus pitangua,0,0,1,0,0,0,0,1
25,6004423,Conopias albovittatus,0,0,1,0,0,0,0,1
25,6004431,Myiodynastes luteiventris,0,0,1,1,0,0,1,3
25,6004433,Myiozetetes similis,0,0,1,1,0,0,1,3
25,6004434,Myiozetetes granadensis,0,0,1,1,0,0,1,3
25,6004436,Legatus leucophaius,0,0,1,1,0,0,0,2
25,6004438,Pitangus sulphuratus,0,1,1,1,0,0,0,3
25,6004446,Pachyramphus cinnamomeus,0,0,1,1,0,0,0,2
