SiteID,Study,TaxonID,Species,Abundance
65,26,60021,Crypturellus soui,0.01
65,26,60061,Ortalis cinereiceps,
65,26,60079,Penelope purpurascens,0.01
65,26,600324,Odontophorus gujanensis,0.02
65,26,600563,Picumnus olivaceus,0.06
65,26,600586,Melanerpes rubricapillus,0.14
65,26,600680,Colaptes rubiginosus,0.02
65,26,6001009,Trogon bairdii,0.02
65,26,6001018,Trogon rufus,0.02
65,26,6001312,Piaya cayana,0.15
65,26,6001693,Streptoprocne rutila,
65,26,6001703,Streptoprocne zonaris,
65,26,6001803,Phaethornis guy,0.14
65,26,6001873,Lophornis adorabilis,0.02
65,26,6001897,Thalurania colombica,0.02
65,26,6001939,Amazilia decora,0.02
65,26,6001951,Amazilia edward,0.03
65,26,6001963,Elvira chionura,0.01
65,26,6001988,Heliodoxa jacula,0.15
65,26,6002077,Heliothryx barroti,0.03
65,26,6002082,Heliomaster longirostris,0.02
65,26,6002371,Nyctidromus albicollis,0.01
65,26,6002489,Patagioenas subvinacea,0.02
65,26,6002490,Patagioenas nigrirostris,0.06
65,26,6002577,Leptotila verreauxi,0.01
65,26,6002585,Leptotila cassini,0.02
65,26,6003349,Harpagus bidentatus,0.01
65,26,6003490,Buteogallus urubitinga,
65,26,6003504,Buteo brachyurus,
65,26,6003558,Spizaetus tyrannus,
65,26,6003609,Falco rufigularis,
65,26,6003817,Coragyps atratus,
65,26,6004045,Mionectes olivaceus,
65,26,6004046,Mionectes oleagineus,0.03
65,26,6004052,Leptopogon superciliaris,0.04
65,26,6004085,Poecilotriccus sylvia,0.04
65,26,6004088,Todirostrum cinereum,0.26
65,26,6004109,Zimmerius vilissimus,0.11
65,26,6004123,Capsiempis flaveola,0.22
65,26,6004135,Myiopagis viridicata,0.02
65,26,6004138,Elaenia flavogaster,0.02
65,26,6004213,Lophotriccus pileatus,0.12
65,26,6004221,Rhynchocyclus brevirostris,0.01
65,26,6004224,Tolmomyias sulphurescens,0.09
65,26,6004230,Platyrinchus mystaceus,0.02
65,26,6004246,Myiophobus fasciatus,0.1
65,26,6004371,Attila spadiceus,
65,26,6004382,Myiarchus tuberculifer,0.02
65,26,6004408,Tyrannus melancholicus,0.01
65,26,6004422,Megarynchus pitangua,0.06
65,26,6004433,Myiozetetes similis,0.05
65,26,6004434,Myiozetetes granadensis,0.1
65,26,6004435,Myiozetetes luteiventris,0.02
65,26,6004448,Pachyramphus polychopterus,0.02
65,26,6004499,Lipaugus unirufus,0.01
65,26,6004558,Corapipo altera,0.19
65,26,6004561,Manacus aurantiacus,0.03
65,26,6004593,Taraba major,0.05
65,26,6004605,Thamnophilus bridgesi,0.05
65,26,6004627,Thamnistes anabatinus,0.04
65,26,6004629,Dysithamnus mentalis,0.03
65,26,6004659,Myrmotherula schisticolor,0.02
65,26,6004707,Cercomacra tyrannina,0.2
65,26,6004842,Synallaxis albescens,0.02
65,26,6004844,Synallaxis brachyura,0.27
65,26,6004986,Automolus ochrolaemus,0.1
65,26,6005005,Xenops minutus,0.01
65,26,6005012,Dendrocincla anabatina,0.01
65,26,6005017,Sittasomus griseicapillus,0.09
65,26,6005018,Glyphorynchus spirurus,0.01
65,26,6005043,Xiphorhynchus erythropygius,0.02
65,26,6005046,Lepidocolaptes souleyetii,0.06
65,26,6005055,Campylorhamphus pusillus,0.02
65,26,6005058,Formicarius analis,0.01
65,26,6005582,Vireo flavifrons,0.01
65,26,6005584,Vireo olivaceus,0.02
65,26,6005585,Vireo flavoviridis,
65,26,6005606,Hylophilus decurtatus,0.06
65,26,6006364,Catharus aurantiirostris,0.2
65,26,6006434,Turdus grayi,0.02
65,26,6006439,Turdus assimilis,0.04
65,26,6006943,Thryothorus fasciatoventris,0.01
65,26,6006951,Thryothorus rutilus,0.1
65,26,6006953,Thryothorus semibadius,0.07
65,26,6006962,Thryothorus modestus,0.08
65,26,6006978,Henicorhina leucosticta,0.16
65,26,6006991,Ramphocaenus melanurus,0.02
65,26,6006998,Polioptila plumbea,0.03
65,26,6007143,Petrochelidon pyrrhonota,
65,26,6009038,Arremon aurantiirostris,0.06
65,26,6009046,Arremonops conirostris,0.05
65,26,6009069,Arremon brunneinucha,0.09
65,26,6009087,Vermivora peregrina,0.02
65,26,6009094,Parula pitiayumi,0.12
65,26,6009098,Dendroica pensylvanica,0.06
65,26,6009108,Dendroica fusca,0.03
65,26,6009125,Mniotilta varia,0.01
65,26,6009126,Setophaga ruticilla,0.02
65,26,6009135,Oporornis philadelphia,0.02
65,26,6009157,Myioborus miniatus,0.1
65,26,6009180,Basileuterus culicivorus,0.02
65,26,6009183,Basileuterus rufifrons,0.17
65,26,6009191,Phaeothlypis fulvicauda,0.02
65,26,6009199,Coereba flaveola,0.19
65,26,6009224,Chlorospingus ophthalmicus,0.02
65,26,6009271,Eucometis penicillata,0.07
65,26,6009283,Tachyphonus luctuosus,0.01
65,26,6009289,Habia rubica,0.05
65,26,6009300,Piranga leucoptera,
65,26,6009313,Thraupis episcopus,0.53
65,26,6009357,Euphonia laniirostris,0.01
65,26,6009363,Euphonia imitans,0.04
65,26,6009368,Euphonia minuta,0.03
65,26,6009378,Chlorophonia callophrys,0.02
65,26,6009396,Tangara icterocephala,0.27
65,26,6009402,Tangara guttata,0.01
65,26,6009405,Tangara gyrola,0.08
65,26,6009418,Tangara larvata,0.34
65,26,6009437,Dacnis venusta,0.03
65,26,6009441,Chlorophanes spiza,0.04
65,26,6009525,Volatinia jacarina,0.02
65,26,6009547,Sporophila minuta,0.02
65,26,6009633,Saltator maximus,0.32
65,26,6009646,Cyanocompsa cyanoides,0.06
65,26,60030157,Ramphocelus costaricensis,0.64
65,26,60031097,Chaetura fumosa,
65,26,60031102,Phaethornis striigularis,0.06
65,26,60031106,Amazilia tzacatl,0.84
65,26,60031112,Momotus momota,0.01
65,26,60031353,Saltator striatipectus,0.21
65,26,60032200,Sporophila americana,0.35
65,26,60032250,Arremon torquatus,0.03
65,26,60032263,Phyllomyias burmeisteri,
65,26,60032682,Automolus rubiginosus,0.04
65,26,60032700,Trogon violaceus,0.02
66,27,600232,Galloperdix spadicea,0.02
66,27,600247,Gallus sonneratii,0.12
66,27,600540,Picumnus innominatus,0.03
66,27,600691,Celeus brachyurus,0.07
66,27,600706,Dryocopus javensis,0.02
66,27,600737,Dinopium javanense,0.08
66,27,600739,Chrysocolaptes lucidus,0.32
66,27,600760,Megalaima viridis,0.2
66,27,6001023,Harpactes fasciatus,0.14
66,27,6001083,Ceyx erithaca,0.01
66,27,6001515,Loriculus vernalis,0.07
66,27,6001537,Psittacula columboides,0.1
66,27,6002534,Chalcophaps indica,0.07
66,27,6002740,Ducula badia,0.03
66,27,6003390,Spilornis cheela,0.01
66,27,6003447,Accipiter virgatus,0.03
66,27,6005507,Irena puella,0.14
66,27,6005980,Pericrocotus flammeus,0.34
66,27,6005981,Hemipus picatus,0.25
66,27,6006048,Dicrurus paradiseus,0.4
66,27,6006061,Hypothymis azurea,0.01
66,27,6006300,Myophonus horsfieldii,0.54
66,27,6006312,Zoothera citrina,0.2
66,27,6006394,Turdus merula,0.01
66,27,6006493,Muscicapa ruficauda,0.02
66,27,6006539,Ficedula nigrorufa,0.98
66,27,6006545,Eumyias albicaudatus,0.43
66,27,6006560,Cyornis pallipes,0.14
66,27,6006573,Culicicapa ceylonensis,1.99
66,27,6006600,Luscinia brunnea,0.05
66,27,6006898,Sitta frontalis,0.18
66,27,6007054,Parus xanthogenys,0.19
66,27,6007288,Iole indica,1.27
66,27,6007305,Hypsipetes leucocephalus,0.97
66,27,6007455,Zosterops palpebrosus,6.21
66,27,6007721,Phylloscopus trochiloides,0.28
66,27,6007724,Phylloscopus magnirostris,0.31
66,27,6007796,Garrulax delesserti,0.25
66,27,6007847,Pellorneum ruficeps,0.36
66,27,6007935,Rhopocichla atriceps,0.28
66,27,6008009,Alcippe poioicephala,3.04
66,27,6008209,Dicaeum concolor,0.48
66,27,6008272,Nectarinia minima,2.63
66,27,6008344,Arachnothera longirostra,0.49
66,27,6008412,Motacilla cinerea,0.01
66,27,60032500,Strophocincla fairbanki,0.07
66,27,60032518,Pomatorhinus horsfieldii,0.46
67,27,600232,Galloperdix spadicea,0.03
67,27,600737,Dinopium javanense,0.07
67,27,600739,Chrysocolaptes lucidus,0.2
67,27,600760,Megalaima viridis,0.46
67,27,6001023,Harpactes fasciatus,0.1
67,27,6001515,Loriculus vernalis,0.08
67,27,6001537,Psittacula columboides,0.05
67,27,6003447,Accipiter virgatus,0.02
67,27,6005980,Pericrocotus flammeus,0.07
67,27,6005981,Hemipus picatus,0.21
67,27,6006048,Dicrurus paradiseus,0.15
67,27,6006300,Myophonus horsfieldii,0.53
67,27,6006309,Zoothera wardii,0.03
67,27,6006312,Zoothera citrina,0.05
67,27,6006493,Muscicapa ruficauda,0.08
67,27,6006560,Cyornis pallipes,0.15
67,27,6006573,Culicicapa ceylonensis,1.22
67,27,6006600,Luscinia brunnea,0.03
67,27,6006898,Sitta frontalis,0.2
67,27,6007054,Parus xanthogenys,0.27
67,27,6007288,Iole indica,0.75
67,27,6007305,Hypsipetes leucocephalus,1.22
67,27,6007455,Zosterops palpebrosus,6.19
67,27,6007721,Phylloscopus trochiloides,0.44
67,27,6007724,Phylloscopus magnirostris,0.24
67,27,6007847,Pellorneum ruficeps,0.12
67,27,6007935,Rhopocichla atriceps,0.05
67,27,6008009,Alcippe poioicephala,0.56
67,27,6008209,Dicaeum concolor,0.2
67,27,6008272,Nectarinia minima,1.68
67,27,6008344,Arachnothera longirostra,0.41
67,27,60032518,Pomatorhinus horsfieldii,0.46
68,27,600247,Gallus sonneratii,0.1
68,27,600540,Picumnus innominatus,0.1
68,27,600739,Chrysocolaptes lucidus,0.31
68,27,600760,Megalaima viridis,0.15
68,27,6005507,Irena puella,0.2
68,27,6005981,Hemipus picatus,0.92
68,27,6006048,Dicrurus paradiseus,0.1
68,27,6006061,Hypothymis azurea,0.05
68,27,6006300,Myophonus horsfieldii,0.2
68,27,6006312,Zoothera citrina,0.1
68,27,6006493,Muscicapa ruficauda,0.05
68,27,6006539,Ficedula nigrorufa,0.31
68,27,6006545,Eumyias albicaudatus,1.22
68,27,6006573,Culicicapa ceylonensis,0.31
68,27,6006898,Sitta frontalis,0.71
68,27,6007054,Parus xanthogenys,0.41
68,27,6007288,Iole indica,1.73
68,27,6007305,Hypsipetes leucocephalus,4.74
68,27,6007455,Zosterops palpebrosus,6.62
68,27,6007721,Phylloscopus trochiloides,1.22
68,27,6007724,Phylloscopus magnirostris,0.36
68,27,6007935,Rhopocichla atriceps,0.92
68,27,6008009,Alcippe poioicephala,0.97
68,27,6008209,Dicaeum concolor,0.51
68,27,6008272,Nectarinia minima,0.61
68,27,6008344,Arachnothera longirostra,0.87
68,27,60032518,Pomatorhinus horsfieldii,0.92
69,28,600228,Rollulus rouloul,0.18
69,28,600259,Lophura ignita,0.03
69,28,600524,Indicator archipelagicus,0.12
69,28,600567,Sasia abnormis,0.03
69,28,600630,Dendrocopos canicapillus,0.24
69,28,600691,Celeus brachyurus,0.09
69,28,600706,Dryocopus javensis,0.53
69,28,600720,Picus mineaceus,0.03
69,28,600722,Picus puniceus,0.68
69,28,600724,Picus mentalis,0.06
69,28,600735,Dinopium rafflesii,0.03
69,28,600744,Blythipicus rubiginosus,0.18
69,28,600746,Reinwardtipicus validus,0.26
69,28,600747,Meiglyptes tristis,0.06
69,28,600749,Meiglyptes tukki,0.06
69,28,600750,Hemicircus concretus,0.06
69,28,600754,Mulleripicus pulverulentus,0.06
69,28,600764,Megalaima rafflesii,0.71
69,28,600765,Megalaima mystacophanos,0.12
69,28,600776,Megalaima australis,0.06
69,28,600780,Calorhamphus fuliginosus,0.74
69,28,600948,Anthracoceros malayanus,0.88
69,28,600951,Buceros rhinoceros,0.06
69,28,600954,Rhinoplax vigil,0.03
69,28,600956,Anorrhinus galeritus,0.12
69,28,600965,Aceros corrugatus,0.29
69,28,600969,Aceros undulatus,0.32
69,28,6001024,Harpactes kasumba,0.09
69,28,6001025,Harpactes diardii,0.41
69,28,6001028,Harpactes orrhophaeus,0.03
69,28,6001043,Eurystomus orientalis,0.06
69,28,6001072,Alcedo euryzona,0.03
69,28,6001083,Ceyx erithaca,0.53
69,28,6001090,Lacedo pulchella,0.35
69,28,6001136,Actenoides concretus,0.12
69,28,6001160,Nyctyornis amictus,0.26
69,28,6001176,Merops viridis,0.06
69,28,6001204,Cuculus micropterus,0.85
69,28,6001216,Cacomantis merulinus,0.15
69,28,6001232,Chrysococcyx xanthorhynchus,0.18
69,28,6001239,Surniculus lugubris,0.32
69,28,6001252,Phaenicophaeus chlorophaeus,0.03
69,28,6001253,Phaenicophaeus javanicus,0.03
69,28,6001255,Phaenicophaeus curvirostris,0.06
69,28,6001259,Carpococcyx radiatus,0.06
69,28,6001282,Centropus sinensis,0.47
69,28,6001288,Centropus bengalensis,0.18
69,28,6001425,Psittinus cyanurus,0.21
69,28,6001518,Loriculus galgulus,0.85
69,28,6001542,Psittacula longicauda,0.21
69,28,6001746,Rhaphidura leucopygialis,0.06
69,28,6001794,Hemiprocne longipennis,0.29
69,28,6001796,Hemiprocne comata,0.03
69,28,6002186,Otus bakkamoena,0.03
69,28,6002223,Bubo sumatranus,0.06
69,28,6002301,Ninox scutulata,0.35
69,28,6002360,Eurostopodus temminckii,0.06
69,28,6002534,Chalcophaps indica,1.03
69,28,6002632,Treron olax,0.03
69,28,6002636,Treron curvirostra,0.18
69,28,6002715,Ducula aenea,0.79
69,28,6003390,Spilornis cheela,0.09
69,28,6004031,Eurylaimus javanicus,1.06
69,28,6004032,Eurylaimus ochromalus,1.12
69,28,6004036,Calyptomena viridis,0.38
69,28,6005448,Gerygone sulphurea,0.21
69,28,6005507,Irena puella,1.38
69,28,6005511,Chloropsis sonnerati,0.44
69,28,6005512,Chloropsis cyanopogon,0.32
69,28,6005620,Eupetes macrocerus,0.03
69,28,6005683,Platylophus galericulatus,0.09
69,28,6005684,Platysmurus leucopterus,0.29
69,28,6005762,Corvus enca,0.09
69,28,6005878,Oriolus xanthonotus,0.21
69,28,6005913,Coracina striata,0.03
69,28,6005947,Coracina fimbriata,0.21
69,28,6005973,Pericrocotus igneus,0.06
69,28,6005980,Pericrocotus flammeus,0.38
69,28,6005982,Hemipus hirundinaceus,0.47
69,28,6005992,Rhipidura perlata,0.65
69,28,6006038,Dicrurus aeneus,0.06
69,28,6006048,Dicrurus paradiseus,1.61
69,28,6006061,Hypothymis azurea,1.03
69,28,6006071,Terpsiphone paradisi,0.74
69,28,6006149,Aegithina viridissima,0.88
69,28,6006240,Philentoma pyrhoptera,0.53
69,28,6006241,Philentoma velata,0.12
69,28,6006242,Tephrodornis gularis,0.38
69,28,6006479,Rhinomyias umbratilis,1.56
69,28,6006490,Muscicapa dauurica,0.12
69,28,6006525,Ficedula dumetoria,0.12
69,28,6006566,Cyornis superbus,0.03
69,28,6006567,Cyornis caerulatus,0.06
69,28,6006573,Culicicapa ceylonensis,0.24
69,28,6006646,Trichixos pyrropygus,1
69,28,6006672,Enicurus leschenaulti,0.06
69,28,6006841,Gracula religiosa,0.56
69,28,6006898,Sitta frontalis,0.53
69,28,6007179,Pycnonotus atriceps,0.91
69,28,6007182,Pycnonotus cyaniventris,0.18
69,28,6007198,Pycnonotus eutilotus,0.47
69,28,6007207,Pycnonotus goiavier,0.15
69,28,6007208,Pycnonotus plumosus,0.62
69,28,6007210,Pycnonotus simplex,0.12
69,28,6007211,Pycnonotus brunneus,0.79
69,28,6007212,Pycnonotus erythropthalmos,1.76
69,28,6007276,Alophoixus finschii,0.06
69,28,6007280,Alophoixus bres,0.68
69,28,6007281,Alophoixus phaeocephalus,1.03
69,28,6007284,Tricholestes criniger,0.88
69,28,6007287,Iole olivacea,1.59
69,28,6007295,Ixos malaccensis,0.15
69,28,6007455,Zosterops palpebrosus,0.09
69,28,6007647,Orthotomus atrogularis,0.88
69,28,6007651,Orthotomus sericeus,0.24
69,28,6007652,Orthotomus ruficeps,1.03
69,28,6007720,Phylloscopus borealis,0.06
69,28,6007833,Trichastoma rostratum,0.21
69,28,6007835,Trichastoma bicolor,0.32
69,28,6007841,Malacocincla malaccensis,1.59
69,28,6007849,Pellorneum capistratum,0.85
69,28,6007850,Malacopteron magnirostre,0.15
69,28,6007851,Malacopteron affine,0.26
69,28,6007852,Malacopteron cinereum,0.53
69,28,6007853,Malacopteron magnum,0.35
69,28,6007855,Malacopteron albogulare,0.03
69,28,6007872,Pomatorhinus montanus,0.35
69,28,6007879,Ptilocichla leucogrammica,0.03
69,28,6007882,Kenopia striata,0.15
69,28,6007908,Stachyris rufifrons,0.56
69,28,6007929,Stachyris nigricollis,0.09
69,28,6007931,Stachyris maculata,2.68
69,28,6007932,Stachyris erythroptera,0.29
69,28,6007940,Macronous ptilosus,0.15
69,28,6008008,Alcippe brunneicauda,0.76
69,28,6008039,Erpornis zantholeuca,0.06
69,28,6008186,Prionochilus maculatus,0.24
69,28,6008189,Prionochilus xanthopygius,0.59
69,28,6008206,Dicaeum trigonostigma,0.71
69,28,6008209,Dicaeum concolor,0.06
69,28,6008236,Anthreptes singalensis,0.23
69,28,6008248,Hypogramma hypogrammicum,1.21
69,28,6008342,Aethopyga mystacalis,0.03
69,28,6008344,Arachnothera longirostra,0.56
69,28,6008345,Arachnothera crassirostris,0.03
69,28,6008346,Arachnothera robusta,0.03
69,28,6008347,Arachnothera flavigaster,0.09
69,28,6008350,Arachnothera affinis,0.06
69,28,39541085,Argusianus argus,1.09
69,28,60032261,Chloropsis cochinchinensis,0.18
69,28,60032266,Copsychus malabaricus,0.88
69,28,60032458,Macronous gularis,0.12
69,28,60032581,Pitta granatina,0.76
70,28,600567,Sasia abnormis,0.13
70,28,600630,Dendrocopos canicapillus,0.48
70,28,600691,Celeus brachyurus,0.17
70,28,600706,Dryocopus javensis,0.43
70,28,600720,Picus mineaceus,0.04
70,28,600722,Picus puniceus,0.7
70,28,600724,Picus mentalis,0.04
70,28,600747,Meiglyptes tristis,0.04
70,28,600750,Hemicircus concretus,0.09
70,28,600754,Mulleripicus pulverulentus,0.09
70,28,600764,Megalaima rafflesii,0.61
70,28,600780,Calorhamphus fuliginosus,0.13
70,28,600948,Anthracoceros malayanus,0.7
70,28,600951,Buceros rhinoceros,0.04
70,28,600956,Anorrhinus galeritus,0.13
70,28,600965,Aceros corrugatus,0.26
70,28,600969,Aceros undulatus,0.39
70,28,6001043,Eurystomus orientalis,0.04
70,28,6001069,Alcedo meninting,0.09
70,28,6001083,Ceyx erithaca,0.17
70,28,6001090,Lacedo pulchella,0.04
70,28,6001160,Nyctyornis amictus,0.13
70,28,6001176,Merops viridis,0.17
70,28,6001204,Cuculus micropterus,1.57
70,28,6001214,Cacomantis sonneratii,0.04
70,28,6001216,Cacomantis merulinus,0.78
70,28,6001232,Chrysococcyx xanthorhynchus,0.17
70,28,6001239,Surniculus lugubris,0.3
70,28,6001252,Phaenicophaeus chlorophaeus,0.04
70,28,6001255,Phaenicophaeus curvirostris,0.04
70,28,6001282,Centropus sinensis,1
70,28,6001288,Centropus bengalensis,0.04
70,28,6001518,Loriculus galgulus,1.22
70,28,6001542,Psittacula longicauda,0.61
70,28,6001733,Collocalia maxima,0.04
70,28,6001734,Collocalia fuciphaga,0.09
70,28,6001746,Rhaphidura leucopygialis,0.35
70,28,6001772,Cypsiurus balasiensis,0.22
70,28,6001785,Apus pacificus,0.04
70,28,6001794,Hemiprocne longipennis,0.78
70,28,6001796,Hemiprocne comata,0.04
70,28,6002534,Chalcophaps indica,1.26
70,28,6002636,Treron curvirostra,0.13
70,28,6002641,Treron capellei,0.13
70,28,6002715,Ducula aenea,0.83
70,28,6003390,Spilornis cheela,0.04
70,28,6003529,Ictinaetus malayensis,0.04
70,28,6003557,Nisaetus nanus,0.04
70,28,6003584,Microhierax fringillarius,0.13
70,28,6004005,Pitta sordida,0.04
70,28,6004031,Eurylaimus javanicus,0.39
70,28,6004032,Eurylaimus ochromalus,0.74
70,28,6004036,Calyptomena viridis,0.09
70,28,6005448,Gerygone sulphurea,0.04
70,28,6005507,Irena puella,1.52
70,28,6005511,Chloropsis sonnerati,0.7
70,28,6005512,Chloropsis cyanopogon,0.48
70,28,6005524,Lanius tigrinus,0.17
70,28,6005683,Platylophus galericulatus,0.04
70,28,6005684,Platysmurus leucopterus,0.26
70,28,6005878,Oriolus xanthonotus,0.3
70,28,6005947,Coracina fimbriata,0.7
70,28,6005973,Pericrocotus igneus,0.22
70,28,6005980,Pericrocotus flammeus,0.04
70,28,6005982,Hemipus hirundinaceus,1.22
70,28,6005991,Rhipidura javanica,0.17
70,28,6006048,Dicrurus paradiseus,1.62
70,28,6006061,Hypothymis azurea,0.96
70,28,6006071,Terpsiphone paradisi,0.17
70,28,6006149,Aegithina viridissima,0.96
70,28,6006242,Tephrodornis gularis,0.26
70,28,6006479,Rhinomyias umbratilis,0.35
70,28,6006562,Cyornis unicolor,0.04
70,28,6006640,Copsychus saularis,0.04
70,28,6006646,Trichixos pyrropygus,0.7
70,28,6006672,Enicurus leschenaulti,0.04
70,28,6006841,Gracula religiosa,1.22
70,28,6006898,Sitta frontalis,0.65
70,28,6007179,Pycnonotus atriceps,2.52
70,28,6007182,Pycnonotus cyaniventris,0.04
70,28,6007198,Pycnonotus eutilotus,0.48
70,28,6007207,Pycnonotus goiavier,4.7
70,28,6007208,Pycnonotus plumosus,2.48
70,28,6007210,Pycnonotus simplex,0.22
70,28,6007211,Pycnonotus brunneus,1.22
70,28,6007212,Pycnonotus erythropthalmos,1.57
70,28,6007280,Alophoixus bres,0.13
70,28,6007281,Alophoixus phaeocephalus,0.3
70,28,6007284,Tricholestes criniger,0.7
70,28,6007287,Iole olivacea,0.9
70,28,6007375,Prinia flaviventris,0.22
70,28,6007647,Orthotomus atrogularis,1.22
70,28,6007651,Orthotomus sericeus,1.26
70,28,6007652,Orthotomus ruficeps,1.61
70,28,6007720,Phylloscopus borealis,0.04
70,28,6007833,Trichastoma rostratum,0.39
70,28,6007835,Trichastoma bicolor,0.35
70,28,6007841,Malacocincla malaccensis,0.74
70,28,6007849,Pellorneum capistratum,0.65
70,28,6007850,Malacopteron magnirostre,0.09
70,28,6007852,Malacopteron cinereum,0.04
70,28,6007853,Malacopteron magnum,0.35
70,28,6007872,Pomatorhinus montanus,0.17
70,28,6007931,Stachyris maculata,0.65
70,28,6007932,Stachyris erythroptera,0.57
70,28,6007940,Macronous ptilosus,0.35
70,28,6008008,Alcippe brunneicauda,0.13
70,28,6008186,Prionochilus maculatus,0.04
70,28,6008189,Prionochilus xanthopygius,0.35
70,28,6008206,Dicaeum trigonostigma,0.35
70,28,6008236,Anthreptes singalensis,0.48
70,28,6008248,Hypogramma hypogrammicum,0.61
70,28,6008342,Aethopyga mystacalis,0.09
70,28,6008344,Arachnothera longirostra,0.61
70,28,6008345,Arachnothera crassirostris,0.04
70,28,6008346,Arachnothera robusta,0.13
70,28,6008347,Arachnothera flavigaster,0.04
70,28,6008350,Arachnothera affinis,0.17
70,28,6008706,Lonchura fuscans,0.26
70,28,39541085,Argusianus argus,0.13
70,28,60032261,Chloropsis cochinchinensis,0.13
70,28,60032266,Copsychus malabaricus,0.52
70,28,60032458,Macronous gularis,1.91
70,28,60032581,Pitta granatina,0.13
71,29,600310,Guttera pucherani,12
71,29,600525,Indicator minor,1
71,29,600528,Indicator exilis,3
71,29,600608,Campethera caroli,7
71,29,600613,Dendropicos fuscescens,4
71,29,600619,Thripias xantholophus,7
71,29,600784,Gymnobucco bonapartei,59
71,29,600795,Pogoniulus bilineatus,202
71,29,600798,Buccanodon duchaillui,84
71,29,600799,Tricholaema hirsuta,19
71,29,600814,Lybius bidentatus,1
71,29,600817,Trachyphonus purpuratus,90
71,29,600977,Bycanistes subcylindricus,82
71,29,600989,Phoeniculus bollei,52
71,29,600996,Apaloderma vittatum,4
71,29,6001173,Merops albicollis,1
71,29,6001202,Cuculus solitarius,14
71,29,6001236,Chrysococcyx cupreus,4
71,29,6001246,Ceuthmochares aereus,4
71,29,6002122,Tauraco schuetti,2
71,29,6002137,Musophaga rossae,1
71,29,6002143,Corythaeola cristata,3
71,29,6002225,Bubo lacteus,2
71,29,6002494,Columba delegorguei,2
71,29,6002508,Streptopelia semitorquata,8
71,29,6002531,Turtur tympanistria,96
71,29,6002809,Sarothrura pulchra,9
71,29,6003412,Polyboroides typus,2
71,29,6003464,Accipiter melanoleucus,10
71,29,6003560,Stephanoaetus coronatus,3
71,29,6003786,Bostrychia hagedash,1
71,29,6004025,Smithornis capensis,17
71,29,6005888,Oriolus brachyrhynchus,77
71,29,6005962,Campephaga petiti,5
71,29,6006026,Dicrurus ludwigii,231
71,29,6006052,Elminia longicauda,28
71,29,6006054,Elminia nigromitrata,26
71,29,6006066,Terpsiphone viridis,36
71,29,6006157,Dryoscopus angolensis,14
71,29,6006166,Laniarius luehderi,16
71,29,6006171,Laniarius aethiopicus,3
71,29,6006185,Telophorus bocagei,8
71,29,6006208,Megabyas flammulatus,4
71,29,6006230,Platysteira cyanea,11
71,29,6006234,Platysteira castanea,11
71,29,6006238,Platysteira jamesoni,77
71,29,6006239,Platysteira concreta,3
71,29,6006281,Neocossyphus poensis,57
71,29,6006378,Turdus pelios,9
71,29,6006382,Turdus olivaceus,1
71,29,6006453,Alethe poliocephala,48
71,29,6006468,Melaenornis edolioides,2
71,29,6006502,Muscicapa adusta,1
71,29,6006582,Sheppardia aequatorialis,90
71,29,6006614,Cossypha cyanocampter,97
71,29,6006615,Cossypha polioptera,3
71,29,6006621,Cossypha niveicapilla,3
71,29,6006756,Poeoptera stuhlmanni,4
71,29,6006793,Cinnyricinclus leucogaster,21
71,29,6007041,Parus funereus,50
71,29,6007187,Pycnonotus barbatus,129
71,29,6007215,Andropadus masukuensis,18
71,29,6007216,Andropadus virens,20
71,29,6007218,Andropadus gracilis,25
71,29,6007219,Andropadus ansorgei,3
71,29,6007220,Andropadus curvirostris,27
71,29,6007221,Andropadus gracilirostris,14
71,29,6007223,Andropadus latirostris,435
71,29,6007230,Baeopogon indicator,35
71,29,6007234,Chlorocichla flavicollis,3
71,29,6007237,Chlorocichla laetissima,60
71,29,6007241,Phyllastrephus cabanisi,250
71,29,6007250,Phyllastrephus hypochloris,5
71,29,6007265,Bleda syndactylus,168
71,29,6007385,Prinia leucopogon,3
71,29,6007386,Prinia bairdii,2
71,29,6007395,Oreolais pulchra,6
71,29,6007401,Apalis jacksoni,4
71,29,6007426,Camaroptera brachyura,23
71,29,6007428,Camaroptera chloronota,273
71,29,6007437,Zosterops senegalensis,13
71,29,6007577,Bathmocercus rufus,180
71,29,6007667,Eremomela turneri,60
71,29,6007699,Phylloscopus budongoensis,236
71,29,6007701,Phylloscopus trochilus,4
71,29,6007753,Hyliota australis,2
71,29,6007857,Illadopsis albipectus,130
71,29,6007860,Illadopsis rufipennis,108
71,29,6007861,Illadopsis fulvescens,63
71,29,6007862,Illadopsis pyrrhoptera,1
71,29,6007865,Kakamega poliothorax,9
71,29,6008073,Sylvia atricapilla,1
71,29,6008245,Anthreptes collaris,20
71,29,6008251,Nectarinia olivacea,70
71,29,6008260,Nectarinia verticalis,1
71,29,6008301,Nectarinia chloropygia,2
71,29,6008313,Nectarinia kilimensis,3
71,29,6008314,Nectarinia reichenowi,1
71,29,6008548,Ploceus bicolor,224
71,29,6008553,Ploceus insignis,7
71,29,6008567,Malimbus rubricollis,22
71,29,6008622,Spermophaga ruficapilla,7
71,29,60031240,Apalis rufogularis,29
71,29,60032709,Merops muelleri,14
72,29,600525,Indicator minor,2
72,29,600528,Indicator exilis,1
72,29,600535,Prodotiscus insignis,1
72,29,600607,Campethera nivosa,11
72,29,600608,Campethera caroli,24
