SiteID,Study,TaxonID,Species,Abundance
22,8,6001083,Ceyx erithaca,0.1
22,8,6001249,Phaenicophaeus tristis,0.05
22,8,6002262,Glaucidium brodiei,0.05
22,8,6002278,Glaucidium radiatum,0.2
22,8,6004034,Serilophus lunatus,0.2
22,8,6005507,Irena puella,0.5
22,8,6005515,Chloropsis hardwickii,0.7
22,8,6005732,Cissa chinensis,0.05
22,8,6005737,Dendrocitta formosae,0.15
22,8,6005878,Oriolus xanthonotus,0.1
22,8,6005896,Oriolus traillii,0.2
22,8,6005988,Rhipidura albicollis,0.45
22,8,6006035,Dicrurus leucophaeus,0.05
22,8,6006038,Dicrurus aeneus,0.2
22,8,6006039,Dicrurus remifer,0.3
22,8,6006048,Dicrurus paradiseus,0.75
22,8,6006061,Hypothymis azurea,2.05
22,8,6006242,Tephrodornis gularis,0.2
22,8,6006301,Myophonus caeruleus,0.15
22,8,6006524,Ficedula hyperythra,0.85
22,8,6006535,Ficedula westermanni,0.3
22,8,6006556,Cyornis concretus,0.05
22,8,6006561,Cyornis poliogenys,1.9
22,8,6006563,Cyornis rubeculoides,0.2
22,8,6006573,Culicicapa ceylonensis,1.3
22,8,6006663,Cinclidium leucurum,0.15
22,8,6006670,Enicurus immaculatus,0.05
22,8,6006841,Gracula religiosa,0.05
22,8,6006883,Sitta castanea,0.05
22,8,6007067,Melanochlora sultanea,0.35
22,8,6007180,Pycnonotus melanicterus,1.5
22,8,6007277,Alophoixus flaveolus,1.25
22,8,6007296,Hemixos flavala,0.85
22,8,6007299,Hypsipetes virescens,0.05
22,8,6007534,Tesia cyaniventer,0.05
22,8,6007719,Phylloscopus inornatus,0.9
22,8,6007721,Phylloscopus trochiloides,0.9
22,8,6007847,Pellorneum ruficeps,0.15
22,8,6007908,Stachyris rufifrons,0.6
22,8,6007924,Stachyris nigriceps,0.05
22,8,6008009,Alcippe poioicephala,0.2
22,8,6008013,Alcippe nipalensis,0.55
22,8,6008039,Erpornis zantholeuca,0.45
22,8,6008209,Dicaeum concolor,0.25
22,8,6008340,Aethopyga saturata,0.05
22,8,6008341,Aethopyga siparaja,0.05
22,8,6008344,Arachnothera longirostra,0.2
22,8,6008352,Arachnothera magna,0.75
22,8,60031259,Abroscopus superciliaris,2.35
22,8,60031520,Trichastoma tickelli,0.2
22,8,60032261,Chloropsis cochinchinensis,0.1
22,8,60032266,Copsychus malabaricus,0.3
22,8,60032280,Chloropsis aurifrons,0.4
22,8,60032281,Seicercus burkii,0.3
22,8,60032374,Garrulax leucolophus,0.05
22,8,60032458,Macronous gularis,0.75
22,8,60032460,Gampsorhynchus rufulus,0.25
22,8,60032518,Pomatorhinus horsfieldii,0.05
22,8,60032657,Polyplectron bicalcaratum,0.2
22,8,60032683,Dicrurus hottentottus,0.55
23,8,600210,Arborophila atrogularis,0.7
23,8,600246,Gallus gallus,0.15
23,8,600250,Lophura leucomelanos,0.15
23,8,600540,Picumnus innominatus,0.1
23,8,600721,Picus chlorolophus,0.1
23,8,600723,Picus flavinucha,0.3
23,8,600734,Picus canus,0.25
23,8,600745,Blythipicus pyrrhotis,0.15
23,8,600756,Megalaima virens,1.6
23,8,600770,Megalaima asiatica,2.55
23,8,600776,Megalaima australis,0.6
23,8,600947,Anthracoceros albirostris,0.5
23,8,600952,Buceros bicornis,0.05
23,8,6001031,Harpactes erythrocephalus,0.15
23,8,6001043,Eurystomus orientalis,0.05
23,8,6001199,Cuculus varius,0.05
23,8,6001249,Phaenicophaeus tristis,0.15
23,8,6001515,Loriculus vernalis,0.1
23,8,6002166,Otus spilocephalus,0.05
23,8,6002262,Glaucidium brodiei,0.2
23,8,6002276,Glaucidium cuculoides,0.05
23,8,6002278,Glaucidium radiatum,0.2
23,8,6002636,Treron curvirostra,0.1
23,8,6002648,Treron apicauda,0.05
23,8,6002740,Ducula badia,0.4
23,8,6004035,Psarisomus dalhousiae,0.05
23,8,6005507,Irena puella,0.05
23,8,6005515,Chloropsis hardwickii,1.1
23,8,6005732,Cissa chinensis,0.25
23,8,6005737,Dendrocitta formosae,0.05
23,8,6005878,Oriolus xanthonotus,0.15
23,8,6005896,Oriolus traillii,0.15
23,8,6005981,Hemipus picatus,0.1
23,8,6005988,Rhipidura albicollis,0.05
23,8,6006035,Dicrurus leucophaeus,0.1
23,8,6006038,Dicrurus aeneus,0.95
23,8,6006039,Dicrurus remifer,0.5
23,8,6006048,Dicrurus paradiseus,1.05
23,8,6006061,Hypothymis azurea,1.35
23,8,6006147,Aegithina tiphia,0.1
23,8,6006242,Tephrodornis gularis,0.35
23,8,6006301,Myophonus caeruleus,0.05
23,8,6006312,Zoothera citrina,0.05
23,8,6006524,Ficedula hyperythra,1.85
23,8,6006535,Ficedula westermanni,0.2
23,8,6006556,Cyornis concretus,0.35
23,8,6006561,Cyornis poliogenys,0.7
23,8,6006573,Culicicapa ceylonensis,0.5
23,8,6006670,Enicurus immaculatus,0.05
23,8,6007067,Melanochlora sultanea,0.05
23,8,6007180,Pycnonotus melanicterus,2.35
23,8,6007277,Alophoixus flaveolus,2.4
23,8,6007296,Hemixos flavala,1.8
23,8,6007455,Zosterops palpebrosus,0.1
23,8,6007534,Tesia cyaniventer,0.2
23,8,6007647,Orthotomus atrogularis,0.3
23,8,6007719,Phylloscopus inornatus,3.2
23,8,6007721,Phylloscopus trochiloides,1.45
23,8,6007731,Phylloscopus cantator,0.05
23,8,6007750,Abroscopus schisticeps,0.05
23,8,6007847,Pellorneum ruficeps,0.7
23,8,6007888,Napothera brevicaudata,0.05
23,8,6007908,Stachyris rufifrons,0.3
23,8,6007924,Stachyris nigriceps,0.25
23,8,6008009,Alcippe poioicephala,0.2
23,8,6008013,Alcippe nipalensis,0.85
23,8,6008039,Erpornis zantholeuca,0.35
23,8,6008196,Dicaeum chrysorrheum,0.25
23,8,6008209,Dicaeum concolor,2.7
23,8,6008340,Aethopyga saturata,0.2
23,8,6008341,Aethopyga siparaja,0.1
23,8,6008344,Arachnothera longirostra,1.2
23,8,6008352,Arachnothera magna,0.75
23,8,60031259,Abroscopus superciliaris,0.45
23,8,60032261,Chloropsis cochinchinensis,0.2
23,8,60032269,Phylloscopus reguloides,0.05
23,8,60032280,Chloropsis aurifrons,0.25
23,8,60032281,Seicercus burkii,0.1
23,8,60032374,Garrulax leucolophus,0.05
23,8,60032458,Macronous gularis,0.9
23,8,60032518,Pomatorhinus horsfieldii,0.15
23,8,60032657,Polyplectron bicalcaratum,0.85
23,8,60032683,Dicrurus hottentottus,0.75
24,9,60014,Tinamus major,0.05
24,9,60028,Crypturellus boucardi,
24,9,60079,Penelope purpurascens,0.02
24,9,600103,Crax rubra,0.02
24,9,600326,Odontophorus melanotis,
24,9,600576,Melanerpes pucherani,
24,9,600672,Piculus simplex,
24,9,600692,Celeus loricatus,
24,9,600695,Celeus castaneus,
24,9,600704,Dryocopus lineatus,
24,9,600713,Campephilus guatemalensis,0.02
24,9,600860,Selenidera spectabilis,
24,9,600866,Ramphastos sulfuratus,
24,9,600872,Ramphastos swainsonii,
24,9,600894,Jacamerops aureus,
24,9,600913,Malacoptila panamensis,0.15
24,9,600925,Monasa morphoeus,0.02
24,9,6001005,Trogon massena,
24,9,6001007,Trogon clathratus,
24,9,6001018,Trogon rufus,0.4
24,9,6001053,Electron platyrhynchum,0.17
24,9,6001056,Baryphthengus martii,0.27
24,9,6001159,Chloroceryle aenea,0.02
24,9,6001312,Piaya cayana,0.37
24,9,6001330,Neomorphus geoffroyi,
24,9,6001550,Ara ambiguus,
24,9,6001576,Aratinga nana,
24,9,6001642,Pyrilia haematotis,
24,9,6001657,Pionus senilis,
24,9,6001671,Amazona autumnalis,
24,9,6001685,Amazona farinosa,2.86
24,9,6001797,Glaucis aeneus,0.02
24,9,6001800,Threnetes ruckeri,0.3
24,9,6001805,Phaethornis superciliosus,5.7
24,9,6001824,Eutoxeres aquila,0.15
24,9,6001844,Florisuga mellivora,0.69
24,9,6001861,Klais guimeti,0.07
24,9,6001897,Thalurania colombica,1.66
24,9,6001938,Amazilia amabilis,0.05
24,9,6001967,Chalybura urochrysia,1.54
24,9,6002077,Heliothryx barroti,0.02
24,9,6002476,Patagioenas speciosa,
24,9,6002490,Patagioenas nigrirostris,
24,9,6002593,Geotrygon veraguensis,0.37
24,9,6002601,Geotrygon violacea,0.02
24,9,6002602,Geotrygon montana,0.42
24,9,6002884,Aramides cajaneus,
24,9,6003349,Harpagus bidentatus,
24,9,6003483,Leucopternis semiplumbeus,0.15
24,9,6003574,Micrastur ruficollis,0.17
24,9,6003577,Micrastur mirandollei,0.02
24,9,6003578,Micrastur semitorquatus,
24,9,6004045,Mionectes olivaceus,1.49
24,9,6004046,Mionectes oleagineus,9.23
24,9,6004109,Zimmerius vilissimus,0.02
24,9,6004118,Ornithion brunneicapillus,0.02
24,9,6004211,Myiornis atricapillus,0.02
24,9,6004221,Rhynchocyclus brevirostris,0.52
24,9,6004225,Tolmomyias assimilis,0.07
24,9,6004231,Platyrinchus coronatus,0.74
24,9,6004235,Onychorhynchus coronatus,0.2
24,9,6004248,Terenotriccus erythrurus,1.69
24,9,6004276,Empidonax flaviventris,0.05
24,9,6004277,Empidonax virescens,0.3
24,9,6004371,Attila spadiceus,0.27
24,9,6004374,Rhytipterna holerythra,0.1
24,9,6004393,Myiarchus crinitus,
24,9,6004422,Megarynchus pitangua,
24,9,6004434,Myiozetetes granadensis,
24,9,6004461,Tityra semifasciata,0.05
24,9,6004499,Lipaugus unirufus,0.02
24,9,6004513,Carpodectes nitidus,
24,9,6004519,Querula purpurata,
24,9,6004521,Cephalopterus glabricollis,
24,9,6004525,Procnias tricarunculatus,
24,9,6004535,Pipra mentalis,16.4
24,9,6004540,Pipra pipra,0.07
24,9,6004558,Corapipo altera,6.23
24,9,6004560,Manacus candei,0.52
24,9,6004583,Piprites griseiceps,0.02
24,9,6004630,Dysithamnus striaticeps,0.32
24,9,6004651,Epinecrophylla fulviventris,0.84
24,9,6004657,Myrmotherula axillaris,0.45
24,9,6004737,Myrmeciza exsul,0.62
24,9,6004758,Gymnopithys leucaspis,4.54
24,9,6004767,Hylophylax naevioides,1.51
24,9,6004775,Phaenostictus mcleannani,2.78
24,9,6004957,Hyloctistes subulatus,0.22
24,9,6004986,Automolus ochrolaemus,0.05
24,9,6005001,Sclerurus guatemalensis,0.92
24,9,6005005,Xenops minutus,0.45
24,9,6005015,Deconychura longicauda,0.02
24,9,6005018,Glyphorynchus spirurus,12.56
24,9,6005042,Xiphorhynchus lachrymosus,0.12
24,9,6005043,Xiphorhynchus erythropygius,0.72
24,9,6005058,Formicarius analis,0.87
24,9,6005100,Hylopezus perspicillatus,0.05
24,9,6005557,Vireolanius pulchellus,
24,9,6005583,Vireo philadelphicus,
24,9,6005584,Vireo olivaceus,
24,9,6005605,Hylophilus ochraceiceps,0.77
24,9,6005606,Hylophilus decurtatus,0.02
24,9,6006356,Myadestes melanops,0.32
24,9,6006371,Catharus minimus,0.1
24,9,6006372,Catharus ustulatus,0.94
24,9,6006374,Hylocichla mustelina,5.26
24,9,6006431,Turdus obsoletus,0.77
24,9,6006954,Thryothorus nigricapillus,0.05
24,9,6006955,Thryothorus thoracicus,0.02
24,9,6006978,Henicorhina leucosticta,2.48
24,9,6006981,Microcerculus philomela,0.72
24,9,6006985,Cyphorhinus phaeocephalus,0.92
24,9,6006990,Microbates cinereiventris,0.67
24,9,6006991,Ramphocaenus melanurus,
24,9,6006998,Polioptila plumbea,
24,9,6009038,Arremon aurantiirostris,0.15
24,9,6009046,Arremonops conirostris,0.07
24,9,6009098,Dendroica pensylvanica,0.02
24,9,6009108,Dendroica fusca,
24,9,6009118,Dendroica castanea,0.02
24,9,6009128,Helmitheros vermivorum,0.02
24,9,6009132,Parkesia motacilla,0.07
24,9,6009133,Oporornis formosus,0.17
24,9,6009141,Geothlypis semiflava,0.02
24,9,6009152,Wilsonia canadensis,0.02
24,9,6009191,Phaeothlypis fulvicauda,0.05
24,9,6009199,Coereba flaveola,
24,9,6009267,Chlorothraupis carmioli,1.94
24,9,6009283,Tachyphonus luctuosus,0.07
24,9,6009284,Tachyphonus delatrii,0.82
24,9,6009296,Piranga rubra,0.02
24,9,6009310,Ramphocelus passerinii,0.05
24,9,6009350,Euphonia luteicapilla,
24,9,6009365,Euphonia gouldi,1.02
24,9,6009368,Euphonia minuta,
24,9,6009396,Tangara icterocephala,
24,9,6009418,Tangara larvata,
24,9,6009438,Dacnis cayana,0.07
24,9,6009441,Chlorophanes spiza,0.02
24,9,6009443,Cyanerpes lucidus,0.02
24,9,6009630,Saltator grossus,
24,9,6009662,Psarocolius wagleri,
24,9,6009664,Psarocolius montezuma,
24,9,6009670,Cacicus uropygialis,0.05
24,9,60030141,Glaucidium griseiceps,
24,9,60030147,Dendrocolaptes sanctithomae,0.47
24,9,60030148,Xiphorhynchus susurrans,0.05
24,9,60030149,Thamnophilus atrinucha,0.52
24,9,60030161,Oryzoborus funereus,0.37
24,9,60030207,Megascops guatemalae,
24,9,60031106,Amazilia tzacatl,0.07
24,9,60032188,Notharchus hyperrhynchus,
24,9,60032200,Sporophila americana,0.35
24,9,60032248,Dendrocincla fuliginosa,1.46
24,9,60032468,Pteroglossus torquatus,0.4
24,9,60032718,Phaethornis longuemareus,0.5
25,9,60021,Crypturellus soui,0.33
25,9,60028,Crypturellus boucardi,
25,9,60061,Ortalis cinereiceps,
25,9,60079,Penelope purpurascens,
25,9,600576,Melanerpes pucherani,
25,9,600672,Piculus simplex,0.02
25,9,600695,Celeus castaneus,0.07
25,9,600704,Dryocopus lineatus,0.02
25,9,600713,Campephilus guatemalensis,
25,9,600866,Ramphastos sulfuratus,0.04
25,9,600872,Ramphastos swainsonii,0.02
25,9,600886,Galbula ruficauda,0.15
25,9,600913,Malacoptila panamensis,0.02
25,9,6001005,Trogon massena,
25,9,6001018,Trogon rufus,0.07
25,9,6001053,Electron platyrhynchum,0.15
25,9,6001056,Baryphthengus martii,0.2
25,9,6001154,Megaceryle torquata,
25,9,6001156,Chloroceryle amazona,
25,9,6001159,Chloroceryle aenea,0.04
25,9,6001312,Piaya cayana,0.09
25,9,6001322,Crotophaga sulcirostris,0.09
25,9,6001568,Aratinga finschi,
25,9,6001576,Aratinga nana,0.02
25,9,6001625,Brotogeris jugularis,
25,9,6001642,Pyrilia haematotis,
25,9,6001657,Pionus senilis,
25,9,6001671,Amazona autumnalis,
25,9,6001685,Amazona farinosa,
25,9,6001797,Glaucis aeneus,4.68
25,9,6001800,Threnetes ruckeri,1.94
25,9,6001805,Phaethornis superciliosus,8.97
25,9,6001824,Eutoxeres aquila,0.07
25,9,6001844,Florisuga mellivora,0.18
25,9,6001851,Anthracothorax prevostii,0.04
25,9,6001861,Klais guimeti,0.07
25,9,6001897,Thalurania colombica,0.75
25,9,6001909,Hylocharis eliciae,0.02
25,9,6001938,Amazilia amabilis,0.02
25,9,6001967,Chalybura urochrysia,1.52
25,9,6002077,Heliothryx barroti,
25,9,6002371,Nyctidromus albicollis,0.07
25,9,6002484,Patagioenas cayennensis,
25,9,6002485,Patagioenas flavirostris,
25,9,6002490,Patagioenas nigrirostris,
25,9,6002564,Columbina talpacoti,0.04
25,9,6002569,Claravis pretiosa,0.33
25,9,6002585,Leptotila cassini,1.15
25,9,6002601,Geotrygon violacea,0.02
25,9,6002602,Geotrygon montana,0.31
25,9,6002839,Laterallus albigularis,
25,9,6003330,Leptodon cayanensis,0.02
25,9,6003349,Harpagus bidentatus,
25,9,6003352,Ictinia plumbea,
25,9,6003442,Accipiter superciliosus,0.09
25,9,6003483,Leucopternis semiplumbeus,
25,9,6003558,Spizaetus tyrannus,
25,9,6003573,Herpetotheres cachinnans,
25,9,6003574,Micrastur ruficollis,0.02
25,9,6003577,Micrastur mirandollei,0.02
25,9,6003578,Micrastur semitorquatus,
25,9,6003818,Cathartes aura,
25,9,6004045,Mionectes olivaceus,0.35
25,9,6004046,Mionectes oleagineus,6.78
25,9,6004051,Leptopogon amaurocephalus,0.6
25,9,6004085,Poecilotriccus sylvia,0.09
25,9,6004088,Todirostrum cinereum,
25,9,6004109,Zimmerius vilissimus,0.02
25,9,6004123,Capsiempis flaveola,0.24
25,9,6004218,Oncostoma cinereigulare,0.38
25,9,6004221,Rhynchocyclus brevirostris,
25,9,6004224,Tolmomyias sulphurescens,
25,9,6004225,Tolmomyias assimilis,0.27
25,9,6004235,Onychorhynchus coronatus,0.27
25,9,6004248,Terenotriccus erythrurus,
25,9,6004258,Aphanotriccus capitalis,0.33
25,9,6004270,Contopus virens,0.04
25,9,6004276,Empidonax flaviventris,0.13
25,9,6004277,Empidonax virescens,0.44
25,9,6004279,Empidonax traillii,0.53
25,9,6004362,Colonia colonus,
25,9,6004371,Attila spadiceus,0.53
25,9,6004374,Rhytipterna holerythra,0.04
25,9,6004377,Laniocera rufescens,0.02
25,9,6004382,Myiarchus tuberculifer,
25,9,6004393,Myiarchus crinitus,0.22
25,9,6004415,Tyrannus tyrannus,0.2
25,9,6004422,Megarynchus pitangua,0.07
25,9,6004423,Conopias albovittatus,0.02
25,9,6004431,Myiodynastes luteiventris,0.07
25,9,6004433,Myiozetetes similis,0.04
25,9,6004434,Myiozetetes granadensis,0.33
25,9,6004436,Legatus leucophaius,0.07
25,9,6004438,Pitangus sulphuratus,0.07
25,9,6004446,Pachyramphus cinnamomeus,0.02
25,9,6004448,Pachyramphus polychopterus,0.15
25,9,6004461,Tityra semifasciata,0.04
25,9,6004499,Lipaugus unirufus,
25,9,6004525,Procnias tricarunculatus,
25,9,6004535,Pipra mentalis,5.26
25,9,6004540,Pipra pipra,0.07
25,9,6004558,Corapipo altera,0.84
25,9,6004560,Manacus candei,9.77
25,9,6004585,Cymbilaimus lineatus,0.04
25,9,6004593,Taraba major,0.24
25,9,6004601,Thamnophilus doliatus,0.02
25,9,6004707,Cercomacra tyrannina,0.38
25,9,6004728,Gymnocichla nudiceps,0.38
25,9,6004737,Myrmeciza exsul,0.2
25,9,6004775,Phaenostictus mcleannani,0.04
25,9,6004844,Synallaxis brachyura,0.31
25,9,6004986,Automolus ochrolaemus,1.15
25,9,6005005,Xenops minutus,0.15
25,9,6005018,Glyphorynchus spirurus,1.57
25,9,6005046,Lepidocolaptes souleyetii,0.15
25,9,6005058,Formicarius analis,0.22
25,9,6005567,Vireo griseus,
25,9,6005582,Vireo flavifrons,0.02
25,9,6005584,Vireo olivaceus,0.02
25,9,6005585,Vireo flavoviridis,0.02
25,9,6005718,Psilorhinus morio,
25,9,6006356,Myadestes melanops,0.51
25,9,6006371,Catharus minimus,0.35
25,9,6006372,Catharus ustulatus,2.5
25,9,6006374,Hylocichla mustelina,2.94
25,9,6006431,Turdus obsoletus,2.12
25,9,6006434,Turdus grayi,0.4
25,9,6006439,Turdus assimilis,0.07
25,9,6006846,Dumetella carolinensis,1.39
25,9,6006922,Campylorhynchus zonatus,
25,9,6006941,Thryothorus atrogularis,0.51
25,9,6006954,Thryothorus nigricapillus,0.27
25,9,6006955,Thryothorus thoracicus,0.09
25,9,6006962,Thryothorus modestus,0.02
25,9,6006978,Henicorhina leucosticta,1.68
25,9,6006990,Microbates cinereiventris,0.11
25,9,6006991,Ramphocaenus melanurus,0.22
25,9,6006998,Polioptila plumbea,0.02
25,9,6009038,Arremon aurantiirostris,1.39
25,9,6009046,Arremonops conirostris,1.83
25,9,6009085,Vermivora cyanoptera,0.07
25,9,6009086,Vermivora chrysoptera,0.11
25,9,6009087,Vermivora peregrina,
25,9,6009098,Dendroica pensylvanica,1.98
25,9,6009099,Dendroica magnolia,0.02
25,9,6009108,Dendroica fusca,0.02
25,9,6009118,Dendroica castanea,0.04
25,9,6009120,Dendroica cerulea,0.02
25,9,6009125,Mniotilta varia,0.04
25,9,6009128,Helmitheros vermivorum,0.35
25,9,6009130,Seiurus aurocapilla,2.87
25,9,6009131,Parkesia noveboracensis,0.11
25,9,6009132,Parkesia motacilla,0.02
25,9,6009133,Oporornis formosus,2.61
25,9,6009135,Oporornis philadelphia,0.27
25,9,6009141,Geothlypis semiflava,0.22
25,9,6009150,Wilsonia citrina,0.09
25,9,6009152,Wilsonia canadensis,0.04
25,9,6009191,Phaeothlypis fulvicauda,0.15
25,9,6009199,Coereba flaveola,0.07
25,9,6009265,Mitrospingus cassinii,0.49
25,9,6009283,Tachyphonus luctuosus,0.09
25,9,6009286,Tachyphonus rufus,0.02
25,9,6009290,Habia fuscicauda,2.12
25,9,6009296,Piranga rubra,0.04
25,9,6009298,Piranga olivacea,0.02
25,9,6009304,Ramphocelus sanguinolentus,0.31
25,9,6009310,Ramphocelus passerinii,4.35
25,9,6009313,Thraupis episcopus,0.27
25,9,6009319,Thraupis palmarum,
25,9,6009350,Euphonia luteicapilla,
25,9,6009365,Euphonia gouldi,0.24
25,9,6009396,Tangara icterocephala,0.02
25,9,6009418,Tangara larvata,0.24
25,9,6009438,Dacnis cayana,
25,9,6009441,Chlorophanes spiza,0.02
25,9,6009443,Cyanerpes lucidus,
25,9,6009525,Volatinia jacarina,0.04
25,9,6009532,Sporophila torqueola,0.02
25,9,6009620,Pheucticus ludovicianus,0.02
25,9,6009625,Caryothraustes poliogaster,0.13
25,9,6009630,Saltator grossus,
25,9,6009632,Saltator atriceps,0.09
25,9,6009633,Saltator maximus,3.25
25,9,6009646,Cyanocompsa cyanoides,
25,9,6009662,Psarocolius wagleri,
25,9,6009664,Psarocolius montezuma,
25,9,6009670,Cacicus uropygialis,
25,9,6009677,Amblycercus holosericeus,0.2
25,9,6009693,Icterus galbula,0.02
25,9,60030147,Dendrocolaptes sanctithomae,0.38
25,9,60030148,Xiphorhynchus susurrans,0.75
25,9,60030149,Thamnophilus atrinucha,0.02
25,9,60030151,Hylopezus dives,0.02
25,9,60030161,Oryzoborus funereus,0.29
25,9,60031106,Amazilia tzacatl,3.05
25,9,60032200,Sporophila americana,2.1
25,9,60032248,Dendrocincla fuliginosa,0.44
25,9,60032468,Pteroglossus torquatus,0.22
25,9,60032688,Icterus dominicensis,0.04
25,9,60032700,Trogon violaceus,
25,9,60032718,Phaethornis longuemareus,0.4
26,9,600662,Picoides fumigatus,0.07
26,9,600866,Ramphastos sulfuratus,0.07
26,9,600886,Galbula ruficauda,0.07
26,9,600925,Monasa morphoeus,0.07
26,9,6001018,Trogon rufus,0.82
26,9,6001056,Baryphthengus martii,0.07
26,9,6001159,Chloroceryle aenea,0.07
26,9,6001797,Glaucis aeneus,3.08
26,9,6001800,Threnetes ruckeri,1.98
26,9,6001805,Phaethornis superciliosus,8.82
26,9,6001824,Eutoxeres aquila,0.21
26,9,6001844,Florisuga mellivora,0.55
26,9,6001861,Klais guimeti,0.14
26,9,6001897,Thalurania colombica,1.3
26,9,6001909,Hylocharis eliciae,0.07
26,9,6001938,Amazilia amabilis,0.27
26,9,6001965,Microchera albocoronata,0.27
26,9,6001967,Chalybura urochrysia,1.03
26,9,6002371,Nyctidromus albicollis,0.14
26,9,6002490,Patagioenas nigrirostris,0.07
26,9,6002585,Leptotila cassini,0.89
26,9,6002602,Geotrygon montana,0.07
26,9,6003483,Leucopternis semiplumbeus,0.21
26,9,6003574,Micrastur ruficollis,0.07
26,9,6004045,Mionectes olivaceus,1.64
26,9,6004046,Mionectes oleagineus,9.02
26,9,6004218,Oncostoma cinereigulare,1.03
26,9,6004221,Rhynchocyclus brevirostris,0.07
26,9,6004235,Onychorhynchus coronatus,0.27
26,9,6004248,Terenotriccus erythrurus,0.48
26,9,6004276,Empidonax flaviventris,0.07
26,9,6004277,Empidonax virescens,0.82
26,9,6004279,Empidonax traillii,0.07
26,9,6004374,Rhytipterna holerythra,0.21
26,9,6004448,Pachyramphus polychopterus,0.07
26,9,6004535,Pipra mentalis,7.59
26,9,6004558,Corapipo altera,1.64
26,9,6004560,Manacus candei,7.11
26,9,6004583,Piprites griseiceps,0.21
26,9,6004651,Epinecrophylla fulviventris,0.07
26,9,6004657,Myrmotherula axillaris,0.21
26,9,6004684,Microrhopias quixensis,0.07
26,9,6004707,Cercomacra tyrannina,0.07
26,9,6004737,Myrmeciza exsul,0.82
26,9,6004758,Gymnopithys leucaspis,1.98
26,9,6004767,Hylophylax naevioides,0.14
26,9,6004775,Phaenostictus mcleannani,1.78
26,9,6004844,Synallaxis brachyura,0.07
26,9,6004957,Hyloctistes subulatus,0.07
26,9,6004986,Automolus ochrolaemus,2.67
26,9,6005005,Xenops minutus,1.3
26,9,6005018,Glyphorynchus spirurus,10.73
26,9,6005058,Formicarius analis,0.34
26,9,6005584,Vireo olivaceus,0.07
26,9,6005605,Hylophilus ochraceiceps,0.07
26,9,6005606,Hylophilus decurtatus,0.07
26,9,6006370,Catharus fuscescens,0.07
26,9,6006371,Catharus minimus,0.21
26,9,6006372,Catharus ustulatus,2.94
26,9,6006374,Hylocichla mustelina,1.64
26,9,6006431,Turdus obsoletus,0.55
26,9,6006954,Thryothorus nigricapillus,1.03
26,9,6006978,Henicorhina leucosticta,1.85
26,9,6006981,Microcerculus philomela,1.09
26,9,6006985,Cyphorhinus phaeocephalus,0.07
26,9,6006990,Microbates cinereiventris,0.07
26,9,6006991,Ramphocaenus melanurus,0.14
26,9,6009038,Arremon aurantiirostris,3.9
26,9,6009046,Arremonops conirostris,0.14
26,9,6009098,Dendroica pensylvanica,0.48
26,9,6009128,Helmitheros vermivorum,0.41
26,9,6009130,Seiurus aurocapilla,0.68
26,9,6009131,Parkesia noveboracensis,0.07
26,9,6009133,Oporornis formosus,1.85
26,9,6009152,Wilsonia canadensis,0.14
26,9,6009191,Phaeothlypis fulvicauda,0.07
26,9,6009265,Mitrospingus cassinii,1.09
26,9,6009283,Tachyphonus luctuosus,0.14
26,9,6009290,Habia fuscicauda,1.03
26,9,6009296,Piranga rubra,0.27
26,9,6009298,Piranga olivacea,0.07
26,9,6009310,Ramphocelus passerinii,0.21
26,9,6009365,Euphonia gouldi,0.14
26,9,6009625,Caryothraustes poliogaster,0.14
26,9,6009633,Saltator maximus,0.07
26,9,6009646,Cyanocompsa cyanoides,
26,9,6009670,Cacicus uropygialis,0.21
26,9,60030147,Dendrocolaptes sanctithomae,0.14
26,9,60030148,Xiphorhynchus susurrans,0.21
26,9,60030149,Thamnophilus atrinucha,0.082
26,9,60030161,Oryzoborus funereus,0.34
26,9,60031106,Amazilia tzacatl,0.96
26,9,60032200,Sporophila americana,1.37
26,9,60032248,Dendrocincla fuliginosa,1.57
26,9,60032468,Pteroglossus torquatus,0.14
26,9,60032718,Phaethornis longuemareus,0.68
29,11,600118,Megapodius cumingii,0.03
29,11,600625,Dendrocopos temminckii,0.07
29,11,600962,Penelopides exarhatus,0.1
29,11,600968,Aceros cassidix,0.21
29,11,6001197,Cuculus crassirostris,0.12
29,11,6001217,Cacomantis sepulcralis,0.03
29,11,6001242,Eudynamys melanorhynchus,0.19
29,11,6001254,Phaenicophaeus calyorhynchus,0.08
29,11,6001299,Centropus celebensis,0.18
29,11,6001440,Prioniturus platurus,0.1
29,11,6001524,Loriculus exilis,0.06
29,11,6002661,Ptilinopus fischeri,0.02
29,11,6002711,Ducula forsteni,0.53
29,11,6002713,Ducula radiata,0.07
29,11,6002715,Ducula aenea,0.14
29,11,6003394,Spilornis rufipectus,0.01
29,11,6003430,Accipiter trinotatus,0.09
29,11,6003448,Accipiter nanus,0.02
29,11,6003555,Nisaetus lanceolatus,0.03
29,11,6005225,Myzomela sanguinolenta,0.02
29,11,6005646,Pachycephala sulfuriventer,0.14
29,11,6005763,Corvus typicus,0.05
29,11,6005912,Coracina temminckii,0.17
29,11,6006013,Rhipidura teysmanni,0.04
29,11,6006833,Basilornis celebensis,0.04
29,11,6006837,Streptocitta albicollis,0.3
29,11,6006843,Scissirostrum dubium,0.04
29,11,6007834,Trichastoma celebense,0.43
