TaxonID,Scientific Name,Scientific_name_database,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,Nocturnal,BodyMass-Value
6005041,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,80,0,20,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,46.19
6005042,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Black-striped Woodcreeper,90,0,10,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,56.4
6005043,Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Spotted Woodcreeper,70,0,20,0,0,0,0,0,0,10,0,0,0,0,50,50,0,0,46.8
6005046,Lepidocolaptes souleyetii,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25.7
6005050,Xiphorhynchus fuscus,Xiphorhynchus fuscus,Lesser Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,21.8
6005051,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Lineated Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,20.3
6005053,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Red-billed Scythebill,90,0,0,0,10,0,0,0,0,0,0,0,0,80,20,0,0,0,40.8
6005055,Campylorhamphus pusillus,Campylorhamphus pusillus,Brown-billed Scythebill,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,40.5
6005056,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Curve-billed Scythebill,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,33.5
6005057,Formicarius colma,Formicarius colma,Rufous-capped Antthrush,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,47
6005058,Formicarius analis,Formicarius analis,Black-faced Antthrush,80,0,0,0,10,0,10,0,0,0,0,0,100,0,0,0,0,0,62.19
6005060,Formicarius nigricapillus,Formicarius nigricapillus,Black-headed Antthrush,80,0,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,56.2
6005061,Formicarius rufipectus,Formicarius rufipectus,Rufous-breasted Antthrush,90,0,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,74.4
6005062,Chamaeza campanisona,Chamaeza campanisona,Short-tailed Antthrush,70,0,0,0,0,0,30,0,0,0,0,0,80,20,0,0,0,0,90.58
6005074,Grallaria guatimalensis,Grallaria guatimalensis,Scaled Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,94.2
6005082,Grallaria ruficapilla,Grallaria ruficapilla,Chestnut-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,82.67
6005089,Grallaria flavotincta,Grallaria flavotincta,Yellow-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,63
6005100,Hylopezus perspicillatus,Hylopezus perspicillatus,Spectacled Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,43
6005105,Myrmothera campanisona,Myrmothera campanisona,Thrush-like Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,47
6005107,Grallaricula flavirostris,Grallaricula flavirostris,Ochre-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,17.7
6005115,Conopophaga lineata,Conopophaga lineata,Rufous Gnateater,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,25.21
6005116,Conopophaga aurita,Conopophaga aurita,Chestnut-belted Gnateater,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,26.3
6005121,Conopophaga melanops,Conopophaga melanops,Black-cheeked Gnateater,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,20.1
6005130,Liosceles thoracicus,Liosceles thoracicus,Rusty-belted Tapaculo,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,40.47
6005144,Scytalopus vicinior,Scytalopus vicinior,Narino Tapaculo,100,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,23.04
6005146,Scytalopus latebricola,Scytalopus latebricola,Brown-rumped Tapaculo,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,22.7
6005165,Ailuroedus buccoides,Ailuroedus buccoides,White-eared Catbird,40,10,10,0,0,0,40,0,0,0,0,0,20,20,40,20,0,0,138
6005225,Myzomela sanguinolenta,Myzomela sanguinolenta,Scarlet Myzomela,10,0,0,0,0,0,10,80,0,0,0,0,0,0,80,20,0,0,8.34
6005246,Melilestes megarhynchus,Melilestes megarhynchus,Long-billed Honeyeater,40,0,20,0,0,0,10,30,0,0,0,0,0,30,70,0,0,0,43.76
6005248,Glycichaera fallax,Glycichaera fallax,Green-backed Honeyeater,80,0,0,0,0,0,20,0,0,0,0,0,0,10,40,50,0,0,11.2
6005261,Meliphaga montana,Meliphaga montana,Forest Honeyeater,40,0,0,0,0,0,40,0,20,0,0,0,0,50,50,0,0,0,28.03
6005264,Meliphaga albonotata,Meliphaga albonotata,Scrub Honeyeater,40,0,0,0,0,0,20,40,0,0,0,0,0,70,30,0,0,0,22.4
6005265,Meliphaga aruensis,Meliphaga aruensis,Puff-backed Honeyeater,30,0,0,0,0,0,40,20,10,0,0,0,0,70,30,0,0,0,26.2
6005266,Meliphaga analoga,Meliphaga analoga,Mimic Honeyeater,30,0,0,0,0,0,30,20,20,0,0,0,0,0,70,30,0,0,21.57
6005296,Xanthotis flaviventer,Xanthotis flaviventer,Tawny-breasted Honeyeater,70,0,0,0,0,0,10,20,0,0,0,0,0,0,60,40,0,0,39.96
6005314,Philemon meyeri,Philemon meyeri,Meyer's Friarbird,30,0,0,0,0,0,40,30,0,0,0,0,0,0,40,60,0,0,52
6005322,Philemon buceroides,Philemon buceroides,Helmeted Friarbird,20,0,0,0,0,0,10,60,10,0,0,0,10,20,40,20,10,0,108.64
6005350,Myza celebensis,Myza celebensis,Dark-eared Myza,30,0,0,0,0,0,0,70,0,0,0,0,0,60,20,20,0,0,20
6005404,Crateroscelis murina,Crateroscelis murina,Rusty Mouse-warbler,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,15
6005444,Gerygone chrysogaster,Gerygone chrysogaster,Yellow-bellied Gerygone,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,8
6005448,Gerygone sulphurea,Gerygone sulphurea,Golden-bellied Gerygone,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,5.6
6005470,Microeca flavovirescens,Microeca flavovirescens,Olive Flyrobin,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,15
6005493,Poecilodryas hypoleuca,Poecilodryas hypoleuca,Black-sided Robin,100,0,0,0,0,0,0,0,0,0,0,0,20,50,30,0,0,0,18
6005507,Irena puella,Irena puella,Asian Fairy-bluebird,10,0,0,0,0,0,80,10,0,0,0,0,0,0,50,50,0,0,64.9
6005511,Chloropsis sonnerati,Chloropsis sonnerati,Greater Green Leafbird,40,0,0,0,0,0,40,20,0,0,0,0,0,0,50,50,0,0,45.8
6005512,Chloropsis cyanopogon,Chloropsis cyanopogon,Lesser Green Leafbird,40,0,0,0,0,0,50,10,0,0,0,0,0,0,50,50,0,0,22
6005515,Chloropsis hardwickii,Chloropsis hardwickii,Orange-bellied Leafbird,30,0,0,0,0,0,40,30,0,0,0,0,0,50,50,0,0,0,32.29
6005519,Pomatostomus isidorei,Pomatostomus isidorei,New Guinea Babbler,90,0,10,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,70
6005524,Lanius tigrinus,Lanius tigrinus,Tiger Shrike,80,10,10,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,30.14
6005534,Lanius tephronotus,Lanius tephronotus,Grey-backed Shrike,80,10,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,46.35
6005554,Cyclarhis gujanensis,Cyclarhis gujanensis,Rufous-browed Peppershrike,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,28.8
6005555,Cyclarhis nigrirostris,Cyclarhis nigrirostris,Black-billed Peppershrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,31.9
6005557,Vireolanius pulchellus,Vireolanius pulchellus,Green Shrike-vireo,80,0,0,0,0,0,20,0,0,0,0,0,0,10,10,80,0,0,24
6005559,Vireolanius leucotis,Vireolanius leucotis,Slaty-capped Shrike-vireo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,26
6005562,Vireo bellii,Vireo bellii,Bell's Vireo,90,0,0,0,0,0,10,0,0,0,0,0,0,50,50,0,0,0,8.5
6005567,Vireo griseus,Vireo griseus,White-eyed Vireo,70,0,0,0,0,0,10,0,0,20,0,0,0,40,40,20,0,0,11.4
6005574,Vireo hypochryseus,Vireo hypochryseus,Golden Vireo,80,0,0,0,0,0,20,0,0,0,0,0,0,30,40,30,0,0,12.2
6005580,Vireo plumbeus,Vireo plumbeus,Plumbeous Vireo,70,0,0,0,0,0,30,0,0,0,0,0,0,20,40,40,0,0,16.4
6005581,Vireo solitarius,Vireo solitarius,Blue-headed Vireo,70,0,0,0,0,0,30,0,0,0,0,0,0,20,40,40,0,0,15.3
6005582,Vireo flavifrons,Vireo flavifrons,Yellow-throated Vireo,70,0,0,0,0,0,30,0,0,0,0,0,0,10,50,40,0,0,18
6005583,Vireo philadelphicus,Vireo philadelphicus,Philadelphia Vireo,70,0,0,0,0,0,20,0,10,0,0,0,0,0,50,50,0,0,11.5
6005584,Vireo olivaceus,Vireo olivaceus,Red-eyed Vireo,60,0,0,0,0,0,20,0,20,0,0,0,0,0,20,80,0,0,16.06
6005585,Vireo flavoviridis,Vireo flavoviridis,Yellow-green Vireo,60,0,0,0,0,0,40,0,0,0,0,0,0,0,30,70,0,0,17.59
6005591,Vireo leucophrys,Vireo leucophrys,Brown-capped Vireo,80,0,0,0,0,0,0,0,20,0,0,0,0,10,30,60,0,0,12.3
6005594,Hylophilus thoracicus,Hylophilus thoracicus,Lemon-chested Greenlet,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,13.8
6005595,Hylophilus semicinereus,Hylophilus semicinereus,Grey-chested Greenlet,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,13
6005598,Hylophilus muscicapinus,Hylophilus muscicapinus,Buff-cheeked Greenlet,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,11.7
6005600,Hylophilus hypoxanthus,Hylophilus hypoxanthus,Dusky-capped Greenlet,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,17
6005605,Hylophilus ochraceiceps,Hylophilus ochraceiceps,Tawny-crowned Greenlet,80,0,0,0,0,0,20,0,0,0,0,0,0,80,20,0,0,0,11.6
6005606,Hylophilus decurtatus,Hylophilus decurtatus,Lesser Greenlet,80,0,0,0,0,0,0,0,20,0,0,0,0,0,80,20,0,0,8.49
6005618,Ptilorrhoa caerulescens,Ptilorrhoa caerulescens,Blue Jewel-babbler,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,49
6005620,Eupetes macrocerus,Eupetes macrocerus,Rail-babbler,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,101
6005643,Pachycephala hyperythra,Pachycephala hyperythra,Rusty Whistler,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,27.7
6005646,Pachycephala sulfuriventer,Pachycephala sulfuriventer,Sulphur-bellied Whistler,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,21.4
6005670,Colluricincla megarhyncha,Colluricincla megarhyncha,Little Shrike-thrush,80,0,0,0,0,0,10,0,10,0,0,0,0,80,20,0,0,0,32.34
6005675,Pitohui kirhocephalus,Pitohui kirhocephalus,Variable Pitohui,50,0,0,0,0,0,50,0,0,0,0,0,0,33,33,33,0,0,72
6005676,Pitohui dichrous,Pitohui dichrous,Hooded Pitohui,10,0,0,0,0,0,80,0,10,0,0,0,0,33,33,33,0,0,92.9
6005678,Pitohui ferrugineus,Pitohui ferrugineus,Rusty Pitohui,50,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0,0,93.91
6005683,Platylophus galericulatus,Platylophus galericulatus,Crested Jay,100,0,0,0,0,0,0,0,0,0,0,0,0,30,40,30,0,0,77.89
6005684,Platysmurus leucopterus,Platysmurus leucopterus,Black Magpie,40,20,0,0,0,0,40,0,0,0,0,0,0,30,40,30,0,0,180
6005694,Cyanolyca turcosa,Cyanolyca turcosa,Turquoise Jay,70,0,0,0,0,0,30,0,0,0,0,0,0,0,50,50,0,0,103.97
6005698,Cyanolyca pumilo,Cyanolyca pumilo,Black-throated Jay,90,0,0,0,0,0,10,0,0,0,0,0,0,40,30,30,0,0,47
6005702,Cyanocorax melanocyaneus,Cyanocorax melanocyaneus,Bushy-crested Jay,60,0,0,0,0,0,20,0,20,0,0,0,30,40,30,0,0,0,101
6005703,Cyanocorax sanblasianus,Cyanocorax sanblasianus,San Blas Jay,50,0,10,0,0,0,40,0,0,0,0,0,30,20,30,20,0,0,109
6005711,Cyanocorax cayanus,Cyanocorax cayanus,Cayenne Jay,50,0,0,0,0,0,50,0,0,0,0,0,0,20,50,30,0,0,175
6005718,Psilorhinus morio,Cyanocorax morio,Brown Jay,30,10,10,0,0,0,20,30,0,0,0,0,30,20,20,20,10,0,204
6005727,Urocissa ornata,Urocissa ornata,Sri Lanka Magpie,40,0,20,0,0,0,20,0,20,0,0,0,10,20,50,20,0,0,196
6005732,Cissa chinensis,Cissa chinensis,Green Magpie,40,20,20,0,0,10,10,0,0,0,0,0,30,50,10,10,0,0,126.64
6005737,Dendrocitta formosae,Dendrocitta formosae,Grey Treepie,40,10,10,0,0,10,10,10,10,0,0,0,30,20,30,20,0,0,102.74
6005762,Corvus enca,Corvus enca,Slender-billed Crow,30,0,10,0,0,10,50,0,0,0,0,0,20,30,50,0,0,0,251
6005763,Corvus typicus,Corvus typicus,Piping Crow,60,0,0,0,0,0,40,0,0,0,0,0,40,40,20,0,0,0,501.86
6005771,Corvus tristis,Corvus tristis,Grey Crow,30,0,0,0,0,0,70,0,0,0,0,0,20,10,30,40,0,0,635
6005784,Corvus macrorhynchos,Corvus macrorhynchos,Large-billed Crow,20,10,10,0,0,30,20,0,10,0,0,0,100,0,0,0,0,0,513.14
6005786,Corvus orru,Corvus orru,Torresian Crow,20,10,10,0,0,10,10,10,20,10,0,0,70,30,0,0,0,0,507.96
6005809,Manucodia chalybatus,Manucodia chalybatus,Crinkle-collared Manucode,20,0,0,0,0,0,80,0,0,0,0,0,10,10,80,0,0,0,215.88
6005826,Ptiloris magnificus,Ptiloris magnificus,Magnificent Riflebird,40,0,0,0,0,0,60,0,0,0,0,0,0,10,90,0,0,0,149.88
6005830,Cicinnurus magnificus,Cicinnurus magnificus,Magnificent Bird-of-paradise,50,0,0,0,0,0,30,10,0,10,0,0,0,80,20,0,0,0,89.8
6005832,Cicinnurus regius,Cicinnurus regius,King Bird-of-paradise,40,0,0,0,0,0,60,0,0,0,0,0,0,10,70,20,0,0,51.63
6005841,Paradisaea minor,Paradisaea minor,Lesser Bird-of-paradise,20,0,0,0,0,0,80,0,0,0,0,0,0,20,50,30,0,0,207.93
6005843,Paradisaea raggiana,Paradisaea raggiana,Raggiana Bird-of-paradise,40,0,0,0,0,0,60,0,0,0,0,0,0,0,20,80,0,0,212.59
6005849,Cracticus cassicus,Cracticus cassicus,Hooded Butcherbird,60,0,0,0,20,0,20,0,0,0,0,0,0,0,60,40,0,0,142
6005859,Artamus monachus,Artamus monachus,Ivory-backed Woodswallow,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,43.61
6005866,Artamus cyanopterus,Artamus cyanopterus,Dusky Woodswallow,70,0,0,0,0,0,10,10,10,0,0,0,20,10,10,0,60,0,34.6
6005869,Peltops blainvillii,Peltops blainvillii,Lowland Peltops,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,30
6005875,Oriolus szalayi,Oriolus szalayi,Brown Oriole,30,0,0,0,0,0,40,10,20,0,0,0,0,0,20,80,0,0,95.2
6005878,Oriolus xanthonotus,Oriolus xanthonotus,Dark-throated Oriole,40,0,0,0,0,0,60,0,0,0,0,0,0,10,30,60,0,0,45
6005884,Oriolus chinensis,Oriolus chinensis,Black-naped Oriole,20,10,0,0,10,0,60,0,0,0,0,0,20,10,30,40,0,0,82.6
6005887,Oriolus crassirostris,Oriolus crassirostris,Sao Tome Oriole,30,0,0,0,0,0,40,0,30,0,0,0,0,0,100,0,0,0,50
6005888,Oriolus brachyrhynchus,Oriolus brachyrhynchus,Western Black-headed Oriole,40,0,0,0,0,0,30,0,30,0,0,0,10,10,40,30,10,0,49.02
6005890,Oriolus larvatus,Oriolus larvatus,African Black-headed Oriole,40,0,0,0,0,0,40,10,10,0,0,0,10,20,30,40,0,0,66.1
6005893,Oriolus xanthornus,Oriolus xanthornus,Black-hooded Oriole,20,0,0,0,0,0,70,10,0,0,0,0,20,10,30,40,0,0,56.3
6005896,Oriolus traillii,Oriolus traillii,Maroon Oriole,30,0,0,0,0,0,40,30,0,0,0,0,0,0,30,70,0,0,73.66
6005910,Coracina novaehollandiae,Coracina novaehollandiae,Black-faced Cuckooshrike,50,0,0,0,0,0,20,0,30,0,0,0,33,33,33,0,0,0,118
6005912,Coracina temminckii,Coracina temminckii,Cerulean Cuckooshrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,67.96
6005913,Coracina striata,Coracina striata,Bar-bellied Cuckooshrike,70,0,0,0,0,0,30,0,0,0,0,0,0,0,60,40,0,0,111
6005916,Coracina boyeri,Coracina boyeri,Boyer's Cuckooshrike,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,100,0,0,66.4
6005918,Coracina papuensis,Coracina papuensis,White-bellied Cuckooshrike,50,0,0,0,0,0,20,10,20,0,0,0,20,0,40,40,0,0,63.45
6005924,Coracina caesia,Coracina caesia,Grey Cuckooshrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,47.29
6005928,Coracina typica,Coracina typica,Mauritius Cuckooshrike,80,0,20,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,42.9
6005936,Coracina morio,Coracina morio,Sulawesi Cicadabird,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,58.1
6005940,Coracina melas,Coracina melas,New Guinea Cuckooshrike,80,0,0,0,0,0,20,0,0,0,0,0,0,0,100,0,0,0,59.39
6005946,Coracina melaschistos,Coracina melaschistos,Black-winged Cuckooshrike,80,0,0,0,0,0,20,0,0,0,0,0,0,20,0,80,0,0,43
6005947,Coracina fimbriata,Coracina fimbriata,Lesser Cuckooshrike,80,0,0,0,0,0,10,0,10,0,0,0,0,0,0,100,0,0,29.3
6005949,Campochaera sloetii,Campochaera sloetii,Golden Cuckooshrike,10,0,0,0,0,0,90,0,0,0,0,0,0,0,50,50,0,0,41
6005952,Lalage leucopygialis,Lalage leucopygialis,White-rumped Triller,80,0,0,0,0,0,20,0,0,0,0,0,0,20,40,40,0,0,29.52
6005958,Lalage leucomela,Lalage leucomela,Varied Triller,80,0,0,0,0,0,10,0,10,0,0,0,0,0,0,100,0,0,29.25
6005962,Campephaga petiti,Campephaga petiti,Petit's Cuckooshrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,31.34
6005963,Campephaga flava,Campephaga flava,Black Cuckooshrike,80,0,0,0,0,0,10,0,10,0,0,0,80,20,0,0,0,0,32.3
6005964,Campephaga phoenicea,Campephaga phoenicea,Red-shouldered Cuckooshrike,100,0,0,0,0,0,0,0,0,0,0,0,40,30,30,0,0,0,27.1
6005965,Campephaga quiscalina,Campephaga quiscalina,Purple-throated Cuckooshrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,34.5
6005972,Pericrocotus cinnamomeus,Pericrocotus cinnamomeus,Small Minivet,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,8.6
6005973,Pericrocotus igneus,Pericrocotus igneus,Fiery Minivet,100,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,15
6005980,Pericrocotus flammeus,Pericrocotus flammeus,Scarlet Minivet,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,23.3
6005981,Hemipus picatus,Hemipus picatus,Bar-winged Flycatcher-shrike,100,0,0,0,0,0,0,0,0,0,0,0,10,0,20,50,20,0,8.98
6005982,Hemipus hirundinaceus,Hemipus hirundinaceus,Black-winged Flycatcher-shrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,10.2
6005988,Rhipidura albicollis,Rhipidura albicollis,White-throated Fantail,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,12.9
6005991,Rhipidura javanica,Rhipidura javanica,Pied Fantail,100,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0,0,0,12.5
6005992,Rhipidura perlata,Rhipidura perlata,Spotted Fantail,100,0,0,0,0,0,0,0,0,0,0,0,10,0,90,0,0,0,13.4
6005993,Rhipidura leucophrys,Rhipidura leucophrys,Willie-wagtail,70,0,10,10,0,0,0,0,10,0,0,0,0,0,50,30,20,0,27.44
6005995,Rhipidura rufiventris,Rhipidura rufiventris,Northern Fantail,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,12
6005998,Rhipidura threnothorax,Rhipidura threnothorax,Sooty Thicket-fantail,100,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,17.6
6006000,Rhipidura leucothorax,Rhipidura leucothorax,White-bellied Thicket-fantail,100,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,17.6
6006013,Rhipidura teysmanni,Rhipidura teysmanni,Rusty-bellied Fantail,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,10.7
6006018,Rhipidura rufidorsa,Rhipidura rufidorsa,Rufous-backed Fantail,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,9.8
6006025,Chaetorhynchus papuensis,Chaetorhynchus papuensis,Pygmy Drongo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,37.22
6006026,Dicrurus ludwigii,Dicrurus ludwigii,Square-tailed Drongo,90,0,0,0,0,0,0,10,0,0,0,0,0,40,40,20,0,0,29.4
6006035,Dicrurus leucophaeus,Dicrurus leucophaeus,Ashy Drongo,80,10,10,0,0,0,0,0,0,0,0,0,0,0,40,30,30,0,37.6
6006036,Dicrurus caerulescens,Dicrurus caerulescens,White-bellied Drongo,70,0,0,0,0,0,0,30,0,0,0,0,30,30,20,20,0,0,40
6006038,Dicrurus aeneus,Dicrurus aeneus,Bronzed Drongo,90,0,0,0,0,0,0,10,0,0,0,0,0,0,40,40,20,0,26
6006039,Dicrurus remifer,Dicrurus remifer,Lesser Racket-tailed Drongo,90,0,0,0,0,0,0,10,0,0,0,0,0,20,30,30,20,0,43.1
6006042,Dicrurus montanus,Dicrurus montanus,Sulawesi Drongo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,61
6006045,Dicrurus bracteatus,Dicrurus bracteatus,Spangled Drongo,60,10,10,0,0,0,10,10,0,0,0,0,10,10,30,50,0,0,85.53
6006048,Dicrurus paradiseus,Dicrurus paradiseus,Greater Racket-tailed Drongo,70,0,20,0,0,0,0,10,0,0,0,0,0,30,40,20,10,0,85.82
6006052,Elminia longicauda,Elminia longicauda,African Blue-flycatcher,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,9.9
6006054,Elminia nigromitrata,Elminia nigromitrata,Dusky Crested-flycatcher,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,9.03
6006061,Hypothymis azurea,Hypothymis azurea,Black-naped Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,30,50,20,0,0,11.1
6006066,Terpsiphone viridis,Terpsiphone viridis,African Paradise-flycatcher,80,0,0,0,0,0,20,0,0,0,0,0,0,0,20,80,0,0,13.23
6006067,Terpsiphone atrochalybeia,Terpsiphone atrochalybeia,Sao Tome Paradise-flycatcher,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,12.2
6006071,Terpsiphone paradisi,Terpsiphone paradisi,Asian Paradise-flycatcher,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30,30,0,19.23
6006074,Terpsiphone cyanescens,Terpsiphone cyanescens,Blue Paradise-flycatcher,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,24.64
6006091,Monarcha rubiensis,Monarcha rubiensis,Rufous Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,43
6006094,Monarcha melanopsis,Monarcha melanopsis,Black-faced Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,22.7
6006101,Monarcha guttula,Monarcha guttula,Spot-winged Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,16.4
6006110,Monarcha manadensis,Monarcha manadensis,Hooded Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,22.5
6006120,Monarcha chrysomela,Monarcha chrysomela,Golden Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0,15.6
6006121,Arses telescophthalmus,Arses telescophthalmus,Frilled Monarch,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,15.26
6006140,Myiagra alecto,Myiagra alecto,Shining Flycatcher,90,0,0,0,0,0,10,0,0,0,0,0,0,20,80,0,0,0,23.58
6006143,Machaerirhynchus flaviventer,Machaerirhynchus flaviventer,Yellow-breasted Boatbill,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,10.32
6006147,Aegithina tiphia,Aegithina tiphia,Common Iora,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,12
6006149,Aegithina viridissima,Aegithina viridissima,Green Iora,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,13.4
6006155,Dryoscopus cubla,Dryoscopus cubla,Black-backed Puffback,50,0,20,0,0,0,20,0,0,10,0,0,0,20,40,40,0,0,26.23
6006157,Dryoscopus angolensis,Dryoscopus angolensis,Pink-footed Puffback,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,36
6006166,Laniarius luehderi,Laniarius luehderi,Luehder's Bush-shrike,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,42.9
6006171,Laniarius aethiopicus,Laniarius aethiopicus,Ethiopian Boubou,40,20,20,0,0,0,20,0,0,0,0,0,40,40,0,20,0,0,49.44
6006173,Laniarius ferrugineus,Laniarius ferrugineus,Southern Boubou,60,10,10,0,0,0,10,0,10,0,0,0,40,40,20,0,0,0,46.8
6006180,Laniarius leucorhynchus,Laniarius leucorhynchus,Sooty Boubou,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,50.14
6006185,Telophorus bocagei,Telophorus bocagei,Grey-green Bush-shrike,90,0,0,0,0,0,10,0,0,0,0,0,0,0,90,10,0,0,27
6006208,Megabyas flammulatus,Megabyas flammulatus,African Shrike-flycatcher,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,27.96
6006218,Batis molitor,Batis molitor,Chinspot Batis,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,11.64
