TaxonID,Sc,V,I,F,N,P,Se
600100,0,0,0,1,0,0,0
600100,0,0,0,1,0,0,0
600100,0,0,0,1,0,0,0
600103,0,0,0,1,0,0,0
600106,0,0,0,1,0,0,0
600106,0,0,0,1,0,0,0
600106,0,0,0,1,0,0,0
600115,0,0,1,1,0,0,0
600115,0,0,1,1,0,0,0
600115,0,0,1,1,0,0,0
600118,0,0,1,0,0,0,0
600118,0,0,1,0,0,0,0
600118,0,0,1,0,0,0,0
600118,0,0,1,0,0,0,0
600118,0,0,1,0,0,0,0
600163,0,0,1,0,0,1,1
600163,0,0,1,0,0,1,1
600210,0,0,1,1,0,1,1
600210,0,0,1,1,0,1,1
600210,0,0,1,1,0,1,1
600210,0,0,1,1,0,1,1
600210,0,0,1,1,0,1,1
600228,0,0,1,1,0,0,1
600232,0,0,1,1,0,0,1
600232,0,0,1,1,0,0,1
600234,0,0,1,1,0,0,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600246,0,0,1,0,0,1,1
600247,0,1,1,0,0,1,1
600247,0,1,1,0,0,1,1
600248,0,0,1,1,0,0,1
600248,0,0,1,1,0,0,1
600250,0,1,1,1,0,0,1
600250,0,1,1,1,0,0,1
600250,0,1,1,1,0,0,1
600259,0,0,1,0,0,1,1
600281,0,0,1,1,0,0,0
600281,0,0,1,1,0,0,0
600281,0,0,1,1,0,0,0
600310,0,0,1,1,0,0,1
600314,0,0,0,1,0,0,1
600314,0,0,0,1,0,0,1
600324,0,0,1,1,0,0,0
600324,0,0,1,1,0,0,0
600324,0,0,1,1,0,0,0
600324,0,0,1,1,0,0,0
600324,0,0,1,1,0,0,0
600324,0,0,1,1,0,0,0
600325,0,0,0,1,0,0,0
600325,0,0,0,1,0,0,0
600325,0,0,0,1,0,0,0
600326,0,0,0,1,0,0,0
600330,0,0,0,1,0,0,0
600330,0,0,0,1,0,0,0
600524,0,0,1,0,0,0,0
600525,0,0,1,0,0,0,0
600525,0,0,1,0,0,0,0
600528,0,0,1,0,0,0,0
600528,0,0,1,0,0,0,0
600535,0,0,1,0,0,0,0
600540,0,0,1,0,0,0,0
600540,0,0,1,0,0,0,0
600540,0,0,1,0,0,0,0
600540,0,0,1,0,0,0,0
600540,0,0,1,0,0,0,0
600541,0,0,1,0,0,0,0
600541,0,0,1,0,0,0,0
600542,0,0,1,0,0,0,0
600542,0,0,1,0,0,0,0
600544,0,0,1,0,0,0,0
600544,0,0,1,0,0,0,0
600555,0,0,1,0,0,0,0
600563,0,0,1,0,0,0,0
600563,0,0,1,0,0,0,0
600567,0,0,1,0,0,0,0
600567,0,0,1,0,0,0,0
600568,0,0,1,0,0,0,0
600568,0,0,1,0,0,0,0
600576,0,0,1,0,0,0,0
600576,0,0,1,0,0,0,0
600578,0,0,1,1,0,0,0
600578,0,0,1,1,0,0,0
600578,0,0,1,1,0,0,0
600578,0,0,1,1,0,0,0
600578,0,0,1,1,0,0,0
600583,0,0,1,0,0,0,0
600583,0,0,1,0,0,0,0
600583,0,0,1,0,0,0,0
600586,0,0,1,0,0,0,0
600586,0,0,1,0,0,0,0
600607,0,0,1,0,0,0,0
600608,0,0,1,0,0,0,0
600608,0,0,1,0,0,0,0
600608,0,0,1,0,0,0,0
600613,0,0,1,0,0,0,0
600613,0,0,1,0,0,0,0
600619,0,0,1,0,0,0,0
600619,0,0,1,0,0,0,0
600625,0,0,1,0,0,0,0
600625,0,0,1,0,0,0,0
600625,0,0,1,0,0,0,0
600625,0,0,1,0,0,0,0
600625,0,0,1,0,0,0,0
600630,0,0,1,1,0,0,0
600630,0,0,1,1,0,0,0
600651,0,0,1,0,0,0,0
600651,0,0,1,0,0,0,0
600655,0,0,1,0,0,0,0
600655,0,0,1,0,0,0,0
600662,0,0,1,0,0,0,0
600662,0,0,1,0,0,0,0
600662,0,0,1,0,0,0,0
600662,0,0,1,0,0,0,0
600663,0,0,1,0,0,0,0
600663,0,0,1,0,0,0,0
600663,0,0,1,0,0,0,0
600665,0,0,1,0,0,0,0
600667,0,0,1,0,0,0,0
600669,0,0,1,0,0,0,0
600670,0,0,1,0,0,0,0
600672,0,0,1,0,0,0,0
600672,0,0,1,0,0,0,0
600675,0,0,1,0,0,0,0
600676,0,0,1,0,0,0,0
600676,0,0,1,0,0,0,0
600676,0,0,1,0,0,0,0
600677,0,0,1,0,0,0,0
600677,0,0,1,0,0,0,0
600680,0,0,1,0,0,0,0
600680,0,0,1,0,0,0,0
600680,0,0,1,0,0,0,0
600681,0,0,1,0,0,0,0
600685,0,0,1,0,0,0,0
600685,0,0,1,0,0,0,0
600691,0,0,1,0,0,0,0
600691,0,0,1,0,0,0,0
600691,0,0,1,0,0,0,0
600691,0,0,1,0,0,0,0
600692,0,0,1,1,0,0,0
600693,0,0,1,1,0,0,0
600693,0,0,1,1,0,0,0
600693,0,0,1,1,0,0,0
600693,0,0,1,1,0,0,0
600693,0,0,1,1,0,0,0
600694,0,0,1,0,0,0,0
600695,0,0,1,0,0,0,0
600695,0,0,1,0,0,0,0
600696,0,0,1,0,0,0,0
600696,0,0,1,0,0,0,0
600696,0,0,1,0,0,0,0
600696,0,0,1,0,0,0,0
600699,0,0,1,0,0,0,0
600699,0,0,1,0,0,0,0
600701,0,0,1,0,0,0,1
600701,0,0,1,0,0,0,1
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600704,0,0,1,0,0,0,0
600706,0,0,1,0,0,0,0
600706,0,0,1,0,0,0,0
600706,0,0,1,0,0,0,0
600709,0,0,1,0,0,0,0
600709,0,0,1,0,0,0,0
600711,0,0,1,0,0,0,0
600711,0,0,1,0,0,0,0
600711,0,0,1,0,0,0,0
600713,0,0,1,0,0,0,0
600713,0,0,1,0,0,0,0
600713,0,0,1,0,0,0,0
600713,0,0,1,0,0,0,0
600714,0,0,1,0,0,0,0
600714,0,0,1,0,0,0,0
600714,0,0,1,0,0,0,0
600715,0,0,1,0,0,0,0
600720,0,0,1,0,0,0,0
600720,0,0,1,0,0,0,0
600721,0,0,1,0,0,0,0
600721,0,0,1,0,0,0,0
600721,0,0,1,0,0,0,0
600721,0,0,1,0,0,0,0
600722,0,0,1,0,0,0,0
600722,0,0,1,0,0,0,0
600723,0,0,1,0,0,0,0
600723,0,0,1,0,0,0,0
600723,0,0,1,0,0,0,0
600723,0,0,1,0,0,0,0
600723,0,0,1,0,0,0,0
600724,0,0,1,0,0,0,0
600724,0,0,1,0,0,0,0
600734,0,0,1,0,0,0,0
600734,0,0,1,0,0,0,0
600734,0,0,1,0,0,0,0
600734,0,0,1,0,0,0,0
600734,0,0,1,0,0,0,0
600735,0,0,1,0,0,0,0
600737,0,0,1,0,0,0,0
600737,0,0,1,0,0,0,0
600738,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600739,0,0,1,0,0,0,0
600744,0,0,1,0,0,0,0
600745,0,0,1,0,0,0,0
600745,0,0,1,0,0,0,0
600745,0,0,1,0,0,0,0
600745,0,0,1,0,0,0,0
600745,0,0,1,0,0,0,0
600746,0,0,1,0,0,0,0
600747,0,0,1,0,0,0,0
600747,0,0,1,0,0,0,0
600749,0,0,1,0,0,0,0
600750,0,0,1,0,0,0,0
600750,0,0,1,0,0,0,0
600752,0,0,1,0,0,0,0
600752,0,0,1,0,0,0,0
600754,0,0,1,0,0,0,0
600754,0,0,1,0,0,0,0
600754,0,0,1,0,0,0,0
600756,0,0,0,1,0,0,0
600756,0,0,0,1,0,0,0
600756,0,0,0,1,0,0,0
600756,0,0,0,1,0,0,0
600758,0,0,0,1,0,0,0
600760,0,0,1,1,1,0,0
600760,0,0,1,1,1,0,0
600760,0,0,1,1,1,0,0
600764,0,0,1,1,0,0,0
600764,0,0,1,1,0,0,0
600765,0,0,1,1,0,0,0
600767,0,0,0,1,0,0,0
600770,0,0,0,1,0,0,0
600770,0,0,0,1,0,0,0
600770,0,0,0,1,0,0,0
600770,0,0,0,1,0,0,0
600770,0,0,0,1,0,0,0
600770,0,0,0,1,0,0,0
600776,0,0,0,1,0,0,0
600776,0,0,0,1,0,0,0
600776,0,0,0,1,0,0,0
600776,0,0,0,1,0,0,0
600776,0,0,0,1,0,0,0
600778,0,0,1,1,0,0,0
600778,0,0,1,1,0,0,0
600779,0,0,1,1,0,0,0
600780,0,0,0,1,0,0,0
600780,0,0,0,1,0,0,0
600784,0,0,1,1,0,0,0
600784,0,0,1,1,0,0,0
600784,0,0,1,1,0,0,0
600784,0,0,1,1,0,0,0
600789,0,0,1,1,0,0,0
600789,0,0,1,1,0,0,0
600794,0,0,1,1,0,0,0
600794,0,0,1,1,0,0,0
600795,0,0,1,1,0,0,0
600795,0,0,1,1,0,0,0
600795,0,0,1,1,0,0,0
600795,0,0,1,1,0,0,0
600797,0,0,1,1,0,0,0
600798,0,0,1,1,0,0,0
600798,0,0,1,1,0,0,0
600798,0,0,1,1,0,0,0
600798,0,0,1,1,0,0,0
600799,0,0,1,1,0,0,0
600799,0,0,1,1,0,0,0
600799,0,0,1,1,0,0,0
600799,0,0,1,1,0,0,0
600811,0,0,1,1,0,0,0
600814,0,0,1,1,0,0,0
600817,0,0,1,0,0,0,0
600817,0,0,1,0,0,0,0
600817,0,0,1,0,0,0,0
600817,0,0,1,0,0,0,0
600831,0,0,1,1,0,0,0
600831,0,0,1,1,0,0,0
600831,0,0,1,1,0,0,0
600832,0,0,1,1,0,0,0
600832,0,0,1,1,0,0,0
600832,0,0,1,1,0,0,0
600832,0,0,1,1,0,0,0
600836,0,0,1,1,0,0,0
600836,0,0,1,1,0,0,0
600836,0,0,1,1,0,0,0
600837,0,1,1,1,0,0,0
600837,0,1,1,1,0,0,0
600837,0,1,1,1,0,0,0
600840,0,0,0,1,0,0,0
600840,0,0,0,1,0,0,0
600840,0,0,0,1,0,0,0
600844,0,0,0,1,0,0,0
600848,0,0,0,1,0,0,0
600851,0,0,1,1,0,0,0
600854,0,0,0,1,0,0,0
600854,0,0,0,1,0,0,0
600856,0,0,0,1,0,0,0
600856,0,0,0,1,0,0,0
600856,0,0,0,1,0,0,0
600856,0,0,0,1,0,0,0
600860,0,1,1,1,0,0,0
600861,0,1,1,1,0,0,0
600861,0,1,1,1,0,0,0
600862,0,0,0,1,0,0,0
600863,0,0,0,1,0,0,0
600864,0,0,0,1,0,0,0
600866,0,1,1,1,0,0,0
600866,0,1,1,1,0,0,0
600866,0,1,1,1,0,0,0
600867,0,1,1,0,0,0,0
600867,0,1,1,0,0,0,0
600871,0,0,0,1,0,0,0
600872,0,1,1,1,0,0,0
600872,0,1,1,1,0,0,0
600872,0,1,1,1,0,0,0
600872,0,1,1,1,0,0,0
600872,0,1,1,1,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600884,0,0,1,0,0,0,0
600886,0,0,1,0,0,0,0
600886,0,0,1,0,0,0,0
600886,0,0,1,0,0,0,0
600887,0,0,1,0,0,0,0
600892,0,0,1,0,0,0,0
600893,0,0,1,0,0,0,0
600893,0,0,1,0,0,0,0
600893,0,0,1,0,0,0,0
600893,0,0,1,0,0,0,0
600893,0,0,1,0,0,0,0
600893,0,0,1,0,0,0,0
600894,0,0,1,0,0,0,0
600894,0,0,1,0,0,0,0
600894,0,0,1,0,0,0,0
600894,0,0,1,0,0,0,0
600894,0,0,1,0,0,0,0
600897,0,0,1,0,0,0,0
600897,0,0,1,0,0,0,0
600900,0,0,1,0,0,0,0
600900,0,0,1,0,0,0,0
600908,0,0,1,0,0,0,0
600908,0,0,1,0,0,0,0
600912,0,0,1,0,0,0,0
600913,0,0,1,0,0,0,0
600913,0,0,1,0,0,0,0
600913,0,0,1,0,0,0,0
600914,0,0,1,0,0,0,0
600914,0,0,1,0,0,0,0
600915,0,0,1,0,0,0,0
600916,0,0,1,0,0,0,0
600918,0,0,1,0,0,0,0
600920,0,0,1,0,0,0,0
600920,0,0,1,0,0,0,0
600923,0,0,1,0,0,0,0
600923,0,0,1,0,0,0,0
600924,0,1,1,0,0,0,0
600924,0,1,1,0,0,0,0
600924,0,1,1,0,0,0,0
600925,0,1,1,0,0,0,0
600925,0,1,1,0,0,0,0
600925,0,1,1,0,0,0,0
600925,0,1,1,0,0,0,0
600925,0,1,1,0,0,0,0
600927,0,0,1,0,0,0,0
600937,0,0,1,1,0,0,0
600944,0,0,0,1,0,0,0
600947,0,0,0,1,0,0,0
600947,0,0,0,1,0,0,0
600947,0,0,0,1,0,0,0
600948,0,0,0,1,0,0,0
600948,0,0,0,1,0,0,0
600949,0,0,0,1,0,0,0
600949,0,0,0,1,0,0,0
600949,0,0,0,1,0,0,0
600951,0,0,0,1,0,0,0
600951,0,0,0,1,0,0,0
600952,0,0,0,1,0,0,0
600952,0,0,0,1,0,0,0
600952,0,0,0,1,0,0,0
600954,0,1,0,1,0,0,0
600956,0,1,1,1,0,0,0
600956,0,1,1,1,0,0,0
600962,0,0,0,1,0,0,0
600962,0,0,0,1,0,0,0
600962,0,0,0,1,0,0,0
600965,0,0,0,1,0,0,0
600965,0,0,0,1,0,0,0
600968,0,0,0,1,0,0,0
600968,0,0,0,1,0,0,0
600968,0,0,0,1,0,0,0
600968,0,0,0,1,0,0,0
600969,0,0,0,1,0,0,0
600969,0,0,0,1,0,0,0
600973,0,0,0,1,0,0,0
600973,0,0,0,1,0,0,0
600973,0,0,0,1,0,0,0
600977,0,0,0,1,0,0,0
600977,0,0,0,1,0,0,0
600977,0,0,0,1,0,0,0
600977,0,0,0,1,0,0,0
600984,0,0,1,0,0,0,0
600986,0,0,1,0,0,0,0
600989,0,0,1,0,0,0,0
600989,0,0,1,0,0,0,0
600990,0,0,1,0,0,0,0
600994,0,0,1,0,0,0,0
600994,0,0,1,0,0,0,0
600994,0,0,1,0,0,0,0
600996,0,0,1,0,0,0,0
600996,0,0,1,0,0,0,0
600997,0,0,0,1,0,0,0
600997,0,0,0,1,0,0,0
600998,0,0,0,1,0,0,0
6001000,0,0,0,1,0,0,0
6001000,0,0,0,1,0,0,0
6001000,0,0,0,1,0,0,0
6001001,0,0,0,1,0,0,0
6001001,0,0,0,1,0,0,0
6001001,0,0,0,1,0,0,0
6001001,0,0,0,1,0,0,0
6001005,0,1,1,1,0,0,0
6001005,0,1,1,1,0,0,0
6001007,0,0,1,1,0,0,0
6001009,0,0,1,1,0,0,0
6001011,0,0,1,1,0,0,0
6001013,0,0,1,0,0,0,0
6001013,0,0,1,0,0,0,0
6001015,0,0,1,1,0,0,0
6001015,0,0,1,1,0,0,0
6001015,0,0,1,1,0,0,0
6001015,0,0,1,1,0,0,0
6001015,0,0,1,1,0,0,0
6001017,0,0,1,1,0,0,0
6001017,0,0,1,1,0,0,0
6001017,0,0,1,1,0,0,0
6001017,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001018,0,0,1,1,0,0,0
6001020,0,0,1,0,0,0,0
6001023,0,0,1,1,0,1,0
6001023,0,0,1,1,0,1,0
6001023,0,0,1,1,0,1,0
6001024,0,0,1,0,0,0,0
6001025,0,0,1,1,0,0,0
6001028,0,0,1,0,0,0,0
6001031,0,0,1,1,0,1,0
6001031,0,0,1,1,0,1,0
6001031,0,0,1,1,0,1,0
6001031,0,0,1,1,0,1,0
6001039,0,1,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001043,0,0,1,0,0,0,0
6001052,0,0,1,0,0,0,0
6001052,0,0,1,0,0,0,0
6001053,0,0,1,0,0,0,0
6001053,0,0,1,0,0,0,0
6001053,0,0,1,0,0,0,0
6001053,0,0,1,0,0,0,0
6001056,0,1,1,1,0,0,0
6001056,0,1,1,1,0,0,0
6001056,0,1,1,1,0,0,0
6001056,0,1,1,1,0,0,0
6001056,0,1,1,1,0,0,0
6001056,0,1,1,1,0,0,0
6001056,0,1,1,1,0,0,0
6001057,0,1,1,0,0,0,0
6001057,0,1,1,0,0,0,0
6001057,0,1,1,0,0,0,0
6001066,0,1,0,0,0,0,0
6001066,0,1,0,0,0,0,0
6001069,0,1,1,0,0,0,0
6001070,0,1,1,0,0,0,0
6001070,0,1,1,0,0,0,0
6001070,0,1,1,0,0,0,0
6001072,0,1,1,0,0,0,0
6001081,0,1,1,0,0,0,0
6001082,0,1,1,0,0,0,0
6001082,0,1,1,0,0,0,0
6001082,0,1,1,0,0,0,0
6001082,0,1,1,0,0,0,0
6001082,0,1,1,0,0,0,0
6001082,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001083,0,1,1,0,0,0,0
6001088,0,1,1,0,0,0,0
6001088,0,1,1,0,0,0,0
6001090,0,0,1,0,0,0,0
6001090,0,0,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001094,0,1,1,0,0,0,0
6001102,0,1,1,0,0,0,0
6001106,0,1,1,0,0,0,0
6001108,0,0,1,0,0,0,0
6001108,0,0,1,0,0,0,0
6001108,0,0,1,0,0,0,0
6001108,0,0,1,0,0,0,0
6001123,0,1,1,0,0,0,0
6001123,0,1,1,0,0,0,0
6001123,0,1,1,0,0,0,0
6001127,0,1,1,0,0,0,0
6001134,0,1,1,0,0,0,0
6001134,0,1,1,0,0,0,0
6001134,0,1,1,0,0,0,0
6001134,0,1,1,0,0,0,0
6001136,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001141,0,1,1,0,0,0,0
6001144,0,1,1,0,0,0,0
6001144,0,1,1,0,0,0,0
6001144,0,1,1,0,0,0,0
6001144,0,1,1,0,0,0,0
6001148,0,0,1,0,0,0,0
6001148,0,0,1,0,0,0,0
6001149,0,0,1,0,0,0,0
6001149,0,0,1,0,0,0,0
6001154,0,1,1,0,0,0,0
6001156,0,1,1,0,0,0,0
6001158,0,1,1,0,0,0,0
6001159,0,1,1,0,0,0,0
6001159,0,1,1,0,0,0,0
6001159,0,1,1,0,0,0,0
6001160,0,0,1,0,0,0,0
6001160,0,0,1,0,0,0,0
6001161,0,0,1,0,0,0,0
6001161,0,0,1,0,0,0,0
6001167,0,0,1,0,0,0,0
6001173,0,0,1,0,0,0,0
6001176,0,0,1,0,0,0,0
6001176,0,0,1,0,0,0,0
6001179,0,0,1,0,0,0,0
6001180,0,0,1,0,0,0,0
6001180,0,0,1,0,0,0,0
6001180,0,0,1,0,0,0,0
6001182,0,0,1,0,0,0,0
6001186,0,0,0,1,0,0,0
6001186,0,0,0,1,0,0,0
6001197,0,0,1,0,0,0,0
6001197,0,0,1,0,0,0,0
6001199,0,1,1,1,0,0,0
6001199,0,1,1,1,0,0,0
6001202,0,1,1,1,0,0,0
6001202,0,1,1,1,0,0,0
6001202,0,1,1,1,0,0,0
6001202,0,1,1,1,0,0,0
6001202,0,1,1,1,0,0,0
6001203,0,0,1,0,0,0,0
6001204,0,0,1,1,0,0,0
6001204,0,0,1,1,0,0,0
6001204,0,0,1,1,0,0,0
6001211,0,0,1,0,0,0,1
6001211,0,0,1,0,0,0,1
6001214,0,0,1,0,0,0,0
6001216,0,0,1,0,0,0,0
6001216,0,0,1,0,0,0,0
6001216,0,0,1,0,0,0,0
6001217,0,0,1,0,0,0,0
6001217,0,0,1,0,0,0,0
6001217,0,0,1,0,0,0,0
6001217,0,0,1,0,0,0,0
6001218,0,0,1,0,0,0,0
6001218,0,0,1,0,0,0,0
6001218,0,0,1,0,0,0,0
6001218,0,0,1,0,0,0,0
6001223,0,0,1,0,0,0,0
6001224,0,0,1,0,0,0,0
6001224,0,0,1,0,0,0,0
6001227,0,0,1,0,0,0,0
6001227,0,0,1,0,0,0,0
6001232,0,0,1,0,0,0,0
6001232,0,0,1,0,0,0,0
6001235,0,0,1,0,0,0,0
6001235,0,0,1,0,0,0,0
6001235,0,0,1,0,0,0,0
6001235,0,0,1,0,0,0,0
6001236,0,0,1,0,0,0,0
6001236,0,0,1,0,0,0,0
6001236,0,0,1,0,0,0,0
6001236,0,0,1,0,0,0,0
6001236,0,0,1,0,0,0,0
6001236,0,0,1,0,0,0,0
6001237,0,0,1,0,0,0,0
6001239,0,0,1,0,0,0,0
6001239,0,0,1,0,0,0,0
6001239,0,0,1,0,0,0,0
6001241,0,0,0,1,0,0,0
6001241,0,0,0,1,0,0,0
6001242,0,0,0,1,0,0,0
6001242,0,0,0,1,0,0,0
6001242,0,0,0,1,0,0,0
6001242,0,0,0,1,0,0,0
6001245,0,0,1,1,0,0,0
6001245,0,0,1,1,0,0,0
6001245,0,0,1,1,0,0,0
6001245,0,0,1,1,0,0,0
6001246,0,1,1,1,0,1,1
6001246,0,1,1,1,0,1,1
6001249,0,1,1,0,0,0,0
6001249,0,1,1,0,0,0,0
6001249,0,1,1,0,0,0,0
6001252,0,0,1,0,0,0,0
6001252,0,0,1,0,0,0,0
6001253,0,0,1,0,0,0,0
6001254,0,0,1,0,0,0,0
6001254,0,0,1,0,0,0,0
6001254,0,0,1,0,0,0,0
6001254,0,0,1,0,0,0,0
6001255,0,1,1,0,0,0,0
6001255,0,1,1,0,0,0,0
6001256,0,0,0,1,0,0,0
6001259,0,0,1,0,0,0,0
6001274,0,1,1,0,0,0,0
6001274,0,1,1,0,0,0,0
6001274,0,1,1,0,0,0,0
6001276,0,1,1,0,0,0,0
6001276,0,1,1,0,0,0,0
6001276,0,1,1,0,0,0,0
6001278,0,1,1,0,0,0,0
6001278,0,1,1,0,0,0,0
6001282,0,1,1,1,0,0,0
6001282,0,1,1,1,0,0,0
6001282,0,1,1,1,0,0,0
6001282,0,1,1,1,0,0,0
6001282,0,1,1,1,0,0,0
6001282,0,1,1,1,0,0,0
6001288,0,1,1,1,0,0,0
6001288,0,1,1,1,0,0,0
6001288,0,1,1,1,0,0,0
6001288,0,1,1,1,0,0,0
6001288,0,1,1,1,0,0,0
6001289,0,0,1,0,0,0,0
6001296,0,1,1,0,0,0,0
6001296,0,1,1,0,0,0,0
6001299,0,0,1,0,0,0,0
6001299,0,0,1,0,0,0,0
6001305,0,0,1,0,0,0,0
6001305,0,0,1,0,0,0,0
6001308,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001312,0,0,1,0,0,0,0
6001313,0,0,1,0,0,0,0
6001314,0,0,1,0,0,0,0
6001320,0,1,1,1,0,0,1
6001321,0,1,1,0,0,0,0
6001321,0,1,1,0,0,0,0
6001321,0,1,1,0,0,0,0
6001322,0,1,1,1,0,0,1
6001322,0,1,1,1,0,0,1
6001322,0,1,1,1,0,0,1
6001330,0,1,1,0,0,0,0
6001345,0,0,0,1,1,0,0
6001345,0,0,0,1,1,0,0
6001346,0,0,0,0,0,0,1
6001346,0,0,0,0,0,0,1
6001350,0,0,0,0,1,0,0
6001359,0,0,1,1,1,0,0
6001359,0,0,1,1,1,0,0
6001359,0,0,1,1,1,0,0
6001359,0,0,1,1,1,0,0
6001359,0,0,1,1,1,0,0
6001359,0,0,1,1,1,0,0
6001359,0,0,1,1,1,0,0
6001360,0,0,0,1,1,0,0
6001360,0,0,0,1,1,0,0
6001379,0,0,0,0,1,0,0
6001389,0,0,0,1,0,0,1
6001389,0,0,0,1,0,0,1
6001389,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001399,0,0,0,1,0,0,1
6001415,0,0,1,0,0,1,1
6001415,0,0,1,0,0,1,1
6001415,0,0,1,0,0,1,1
