TaxonID,Scientific Name,Scientific_name_database,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,Nocturnal,BodyMass-Value,Body_length_HBW,Body_mass_HBW,Breeding_HBW,Movement_patt_HBW
6002028,Heliangelus strophianus,Heliangelus strophianus,Gorgeted Sunangel,10,0,0,0,0,0,0,90,0,0,0,0,0,60,30,10,0,0,5.5,10.5,5.3,N,Not a Migrant
6002044,Haplophaedia lugens,Haplophaedia lugens,Hoary Puffleg,10,0,0,0,0,0,0,90,0,0,0,0,0,80,10,10,0,0,6.9,9.5,5.5,N,Not a Migrant
6002045,Urosticte benjamini,Urosticte benjamini,Purple-bibbed Whitetip,10,0,0,0,0,0,0,90,0,0,0,0,0,40,60,0,0,0,3.9,8.5,4,N,Altitudinal Migrant
6002047,Ocreatus underwoodii,Ocreatus underwoodii,Booted Racket-tail,10,0,0,0,0,0,0,90,0,0,0,0,0,20,70,10,0,0,3,10.65,2.9,Y,Altitudinal Migrant
6002072,Aglaiocercus coelestis,Aglaiocercus coelestis,Violet-tailed Sylph,10,0,0,0,0,0,0,90,0,0,0,0,0,0,60,30,10,0,5.61,14.55,4.9,N,Not a Migrant
6002076,Schistes geoffroyi,Schistes geoffroyi,Wedge-billed Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,30,60,10,0,0,3.6,8.95,3.8,N,Not a Migrant
6002077,Heliothryx barroti,Heliothryx barroti,Purple-crowned Fairy,10,0,0,0,0,0,0,90,0,0,0,0,0,30,30,30,10,0,5.5,12.25,5.35,N,Not a Migrant
6002078,Heliothryx auritus,Heliothryx auritus,Black-eared Fairy,10,0,0,0,0,0,0,90,0,0,0,0,0,0,50,40,10,0,5.4,11.4,5.15,Y,Not a Migrant
6002081,Heliomaster constantii,Heliomaster constantii,Plain-capped Starthroat,10,0,0,0,0,0,0,90,0,0,0,0,0,20,60,10,10,0,7.3,12,7.65,N,Not a Migrant
6002082,Heliomaster longirostris,Heliomaster longirostris,Long-billed Starthroat,10,0,0,0,0,0,0,90,0,0,0,0,0,0,30,60,10,0,6.6,11.5,6.8,N,Not a Migrant
6002088,Calliphlox mitchellii,Calliphlox mitchellii,Purple-throated Woodstar,10,0,0,0,0,0,0,90,0,0,0,0,0,0,30,60,10,0,3.1,7.15,3.15,N,Altitudinal Migrant
6002105,Atthis ellioti,Atthis ellioti,Wine-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,50,50,0,0,0,2.9,6.75,2.3,N,Not a Migrant
6002122,Tauraco schuetti,Tauraco schuetti,Black-billed Turaco,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0,0,235,40,238.25,N,Not a Migrant
6002126,Tauraco corythaix,Tauraco corythaix,Knysna Turaco,10,0,0,0,0,0,70,0,10,10,0,0,0,0,60,40,0,0,308,46,318,N,Not a Migrant
6002135,Tauraco porphyreolophus,Tauraco porphyreolophus,Purple-crested Turaco,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0,0,259,44,268.5,N,Not a Migrant
6002137,Musophaga rossae,Musophaga rossae,Ross's Turaco,10,0,0,0,0,0,70,0,0,20,0,0,0,0,20,80,0,0,361.42,52.5,406.75,N,Not a Migrant
6002143,Corythaeola cristata,Corythaeola cristata,Great Blue Turaco,10,0,0,0,0,0,60,0,0,30,0,0,0,30,50,20,0,0,964.99,72.5,964.75,N,Not a Migrant
6002166,Otus spilocephalus,Otus spilocephalus,Mountain Scops-owl,80,20,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0,1,67.5,19,87.5,N,Altitudinal Migrant
6002173,Otus hartlaubi,Otus hartlaubi,Sao Tome Scops-owl,90,0,10,0,0,0,0,0,0,0,0,0,10,40,40,10,0,1,79,NA,NA,NA,NA
6002186,Otus bakkamoena,Otus bakkamoena,Collared Scops-owl,80,10,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0,1,146.3,NA,NA,NA,NA
6002195,Megascops choliba,Megascops choliba,Tropical Screech-owl,90,0,0,0,10,0,0,0,0,0,0,0,40,50,0,0,10,1,132,22,128.5,N,Not a Migrant
6002205,Megascops watsonii,Megascops watsonii,Tawny-bellied Screech-owl,90,0,0,0,10,0,0,0,0,0,0,0,20,50,30,0,0,1,129,21.5,135,N,Not a Migrant
6002223,Bubo sumatranus,Bubo sumatranus,Barred Eagle-owl,60,30,10,0,0,0,0,0,0,0,0,0,80,10,10,0,0,1,1525,NA,NA,NA,NA
6002225,Bubo lacteus,Bubo lacteus,Giant Eagle-owl,10,60,20,10,0,0,0,0,0,0,0,20,60,10,10,0,0,1,2114.94,62.5,2291.25,N,Not a Migrant
6002244,Strix fulvescens,Strix fulvescens,Fulvous Owl,20,60,20,0,0,0,0,0,0,0,0,0,70,20,10,0,0,1,559.09,43,585.71,N,Not a Migrant
6002256,Lophostrix cristata,Lophostrix cristata,Crested Owl,90,0,0,0,10,0,0,0,0,0,0,0,20,30,30,20,0,1,538.66,NA,NA,NA,NA
6002257,Pulsatrix perspicillata,Pulsatrix perspicillata,Spectacled Owl,10,70,20,0,0,0,0,0,0,0,0,0,40,20,20,20,0,1,983.55,47.5,889.5,N,Not a Migrant
6002262,Glaucidium brodiei,Glaucidium brodiei,Collared Owlet,30,40,30,0,0,0,0,0,0,0,0,0,70,10,20,0,0,1,59.39,16,58,N,Altitudinal Migrant
6002266,Glaucidium jardinii,Glaucidium jardinii,Andean Pygmy-owl,50,50,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,1,66.9,15.5,64.75,N,Not a Migrant
6002268,Glaucidium hardyi,Glaucidium hardyi,Amazonian Pygmy-owl,70,0,0,0,30,0,0,0,0,0,0,0,80,10,10,0,0,1,58.3,14,60,N,Not a Migrant
6002270,Glaucidium brasilianum,Glaucidium brasilianum,Ferruginous Pygmy-owl,60,20,20,0,0,0,0,0,0,0,0,0,80,10,10,0,0,1,75.1,17,75,N,Full Migrant
6002271,Glaucidium peruanum,Glaucidium peruanum,Peruvian Pygmy-owl,50,50,0,0,0,0,0,0,0,0,0,0,10,10,40,40,0,1,62.41,16,60,N,Not a Migrant
6002276,Glaucidium cuculoides,Glaucidium cuculoides,Asian Barred Owlet,60,20,20,0,0,0,0,0,0,0,0,0,50,20,10,10,10,1,198.16,23.5,188.6666667,N,Altitudinal Migrant
6002278,Glaucidium radiatum,Glaucidium radiatum,Jungle Owlet,60,20,20,0,0,0,0,0,0,0,0,0,80,10,10,0,0,1,101,21,101,N,Not a Migrant
6002279,Glaucidium castanonotum,Glaucidium castanonotum,Chestnut-backed Owlet,70,20,10,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,100,18,100,N,Not a Migrant
6002301,Ninox scutulata,Ninox scutulata,Brown Hawk-owl,60,20,20,0,0,0,0,0,0,0,0,0,30,0,20,20,30,1,191,NA,NA,NA,NA
6002340,Batrachostomus moniliger,Batrachostomus moniliger,Sri Lanka Frogmouth,100,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,1,52.37,22.5,77.13,N,Not a Migrant
6002348,Nyctibius grandis,Nyctibius grandis,Great Potoo,90,10,0,0,0,0,0,0,0,0,0,0,0,10,60,10,20,1,547,51,490,Y,Not a Migrant
6002351,Nyctibius griseus,Nyctibius griseus,Grey Potoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,1,172.04,NA,NA,NA,NA
6002353,Nyctibius leucopterus,Nyctibius leucopterus,White-winged Potoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,1,86.4,NA,NA,NA,NA
6002360,Eurostopodus temminckii,Eurostopodus temminckii,Malaysian Eared-nightjar,100,0,0,0,0,0,0,0,0,0,0,0,0,10,60,10,20,1,95.89,NA,NA,NA,NA
6002367,Chordeiles minor,Chordeiles minor,Common Nighthawk,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,90,1,79.3,23.5,75.75,N,Full Migrant
6002371,Nyctidromus albicollis,Nyctidromus albicollis,Common Pauraque,100,0,0,0,0,0,0,0,0,0,0,0,40,30,20,0,10,1,57.84,25,66,N,Not a Migrant
6002395,Caprimulgus nigrescens,Caprimulgus nigrescens,Blackish Nightjar,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,60,1,35.7,20.5,39,N,Not a Migrant
6002456,Columba unicincta,Columba unicincta,Afep Pigeon,10,0,0,0,0,0,60,0,30,0,0,0,30,0,30,40,0,0,389.14,35.5,423,N,Not a Migrant
6002458,Columba thomensis,Columba thomensis,Maroon Pigeon,0,0,0,0,0,0,100,0,0,0,0,0,10,30,30,30,0,0,428.66,NA,NA,NA,NA
6002465,Columba torringtoniae,Columba torringtoniae,Sri Lanka Wood-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0,0,308.46,34.5,342.17,N,Not a Migrant
6002470,Columba vitiensis,Columba vitiensis,White-throated Pigeon,10,0,0,0,0,0,40,0,20,30,0,0,10,30,30,30,0,0,353,39,388.5,N,Not a Migrant
6002476,Patagioenas speciosa,Patagioenas speciosa,Scaled Pigeon,0,0,0,0,0,0,100,0,0,0,0,0,30,20,30,20,0,0,258.47,30.5,279,N,Not a Migrant
6002481,Patagioenas fasciata,Patagioenas fasciata,Band-tailed Pigeon,0,0,0,0,0,0,0,0,70,30,0,0,0,50,50,0,0,0,366.3,36.625,343.75,N,Full Migrant
6002484,Patagioenas cayennensis,Patagioenas cayennensis,Pale-vented Pigeon,0,0,0,0,0,0,70,0,30,0,0,0,20,0,40,40,0,0,229,26,214.5,N,Full Migrant
6002485,Patagioenas flavirostris,Patagioenas flavirostris,Red-billed Pigeon,0,0,0,0,0,0,60,0,0,40,0,0,10,30,30,30,0,0,270.81,33.5,346,N,Full Migrant
6002488,Patagioenas plumbea,Patagioenas plumbea,Plumbeous Pigeon,0,0,0,0,0,0,50,0,50,0,0,0,0,0,30,70,0,0,178.77,34,201.5,N,Full Migrant
6002489,Patagioenas subvinacea,Patagioenas subvinacea,Ruddy Pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,50,0,0,162.48,30.375,172,N,Full Migrant
6002490,Patagioenas nigrirostris,Patagioenas nigrirostris,Short-billed Pigeon,20,0,0,0,0,0,80,0,0,0,0,0,33,0,33,33,0,0,176,28.25,182,N,Not a Migrant
6002493,Columba malherbii,Columba malherbii,Sao Tome Bronze-naped Pigeon,0,0,0,0,0,0,60,0,30,10,0,0,0,10,80,10,0,0,308.46,28,342.17,N,Not a Migrant
6002494,Columba delegorguei,Columba delegorguei,Eastern Bronze-naped Pigeon,10,0,0,0,0,0,70,0,20,0,0,0,20,0,40,40,0,0,133,33,149.5,N,Not a Migrant
6002496,Aplopelia larvata,Aplopelia larvata,Lemon Dove,10,0,0,0,0,0,50,0,20,20,0,0,100,0,0,0,0,0,155,27,154,N,Not a Migrant
6002501,Streptopelia orientalis,Streptopelia orientalis,Oriental Turtle-dove,0,0,0,0,0,0,20,0,40,40,0,0,100,0,0,0,0,0,232.94,34,220,N,Full Migrant
6002503,Stigmatopelia chinensis,Stigmatopelia chinensis,Spotted Dove,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,159,28.75,152,Y,Full Migrant
6002508,Streptopelia semitorquata,Streptopelia semitorquata,Red-eyed Dove,10,0,0,0,0,0,20,0,40,30,0,0,80,10,10,0,0,0,176,30,236,Y,Full Migrant
6002523,Reinwardtoena reinwardtsi,Reinwardtoena reinwardtsi,Great Cuckoo-dove,0,0,0,0,0,0,50,0,50,0,0,0,100,0,0,0,0,0,275,50,256.5,Y,Not a Migrant
6002530,Turtur afer,Turtur afer,Blue-spotted Wood-dove,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0,0,65.6,22,63.5,Y,Full Migrant
6002531,Turtur tympanistria,Turtur tympanistria,Tambourine Dove,10,0,0,0,0,0,30,0,60,0,0,0,70,10,10,10,0,0,70.58,22.5,66.25,Y,Full Migrant
6002534,Chalcophaps indica,Chalcophaps indica,Emerald Dove,20,0,0,0,0,0,40,0,40,0,0,0,70,10,10,10,0,0,136.54,25,122.75,Y,Not a Migrant
6002535,Chalcophaps stephani,Chalcophaps stephani,Stephan's Dove,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,128.98,24,124,N,Nomadic
6002536,Henicophaps albifrons,Henicophaps albifrons,New Guinea Bronzewing,50,0,0,0,0,0,50,0,0,0,0,0,70,10,10,10,0,0,247,37.5,247,N,Not a Migrant
6002554,Zenaida macroura,Zenaida macroura,Mourning Dove,0,0,0,0,0,0,0,0,90,10,0,0,60,40,0,0,0,0,118.93,28.375,127.4,N,Full Migrant
6002560,Columbina inca,Columbina inca,Inca Dove,0,0,0,0,0,0,20,0,80,0,0,0,100,0,0,0,0,0,47.5,20.5,44,N,Not a Migrant
6002562,Columbina passerina,Columbina passerina,Common Ground-dove,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,35.36,16.875,33.25,N,Full Migrant
6002564,Columbina talpacoti,Columbina talpacoti,Ruddy Ground-dove,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0,0,46.04,16.25,45.625,Y,Full Migrant
6002569,Claravis pretiosa,Claravis pretiosa,Blue Ground-dove,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,68.2,20.2,67.45,N,Full Migrant
6002577,Leptotila verreauxi,Leptotila verreauxi,White-tipped Dove,20,0,0,0,0,0,20,0,60,0,0,0,100,0,0,0,0,0,146.88,26.625,126.5,Y,Not a Migrant
6002582,Leptotila rufaxilla,Leptotila rufaxilla,Grey-fronted Dove,10,0,0,0,0,0,10,0,80,0,0,0,100,0,0,0,0,0,157,28,149,N,Not a Migrant
6002585,Leptotila cassini,Leptotila cassini,Grey-chested Dove,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,159,25.25,155.5,N,Not a Migrant
6002586,Leptotila ochraceiventris,Leptotila ochraceiventris,Ochre-bellied Dove,0,0,0,0,0,0,0,0,100,0,0,0,50,40,10,0,0,0,146,24,146,N,Full Migrant
6002593,Geotrygon veraguensis,Geotrygon veraguensis,Olive-backed Quail-dove,30,0,0,0,0,0,30,0,40,0,0,0,60,40,0,0,0,0,155,22.125,155,N,Not a Migrant
6002595,Geotrygon chiriquensis,Geotrygon chiriquensis,Rufous-breasted Quail-dove,30,0,0,0,0,0,30,0,40,0,0,0,100,0,0,0,0,0,308,29,301.5,N,Not a Migrant
6002598,Geotrygon frenata,Geotrygon frenata,White-throated Quail-dove,30,0,0,0,0,0,20,0,50,0,0,0,100,0,0,0,0,0,307,32,311,N,Not a Migrant
6002601,Geotrygon violacea,Geotrygon violacea,Violaceous Quail-dove,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,95.2,22.5,121.5,N,Not a Migrant
6002602,Geotrygon montana,Geotrygon montana,Ruddy Quail-dove,20,0,0,0,0,0,30,0,50,0,0,0,100,0,0,0,0,0,133.86,23.5,116,N,Nomadic
6002632,Treron olax,Treron olax,Little Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,77,NA,NA,NA,NA
6002635,Treron pompadora,Treron pompadora,Pompadour Green-pigeon,10,0,0,0,0,0,90,0,0,0,0,0,20,0,50,30,0,0,234,27.5,214.37,N,Not a Migrant
6002636,Treron curvirostra,Treron curvirostra,Thick-billed Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,134.45,27.5,149,N,Full Migrant
6002637,Treron griseicauda,Treron griseicauda,Grey-cheeked Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,205.65,25.5,214.37,N,Not a Migrant
6002641,Treron capellei,Treron capellei,Large Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,401.33,NA,NA,NA,NA
6002644,Treron calvus,Treron calvus,African Green-pigeon,0,0,0,0,0,0,80,0,10,10,0,0,30,0,50,20,0,0,197.53,27.5,200,Y,Full Migrant
6002645,Treron sanctithomae,Treron sanctithomae,Sao Tome Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,205.65,NA,NA,NA,NA
6002647,Treron australis,Treron australis,Madagascar Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,20,20,60,0,0,229,32,212,N,Not a Migrant
6002648,Treron apicauda,Treron apicauda,Pin-tailed Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,20,0,50,30,0,0,217.19,30,220,Y,Full Migrant
6002661,Ptilinopus fischeri,Ptilinopus fischeri,Red-eared Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,177,36,177,N,Not a Migrant
6002664,Ptilinopus subgularis,Ptilinopus subgularis,Maroon-chinned Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,142,34.5,142,N,Not a Migrant
6002666,Ptilinopus magnificus,Ptilinopus magnificus,Wompoo Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,185.41,37,325,N,Not a Migrant
6002667,Ptilinopus perlatus,Ptilinopus perlatus,Pink-spotted Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,210,26,251,Y,Nomadic
6002672,Ptilinopus superbus,Ptilinopus superbus,Superb Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,118,22.5,110.5,Y,Nomadic
6002675,Ptilinopus coronulatus,Ptilinopus coronulatus,Coroneted Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,76.6,19.5,72,N,Not a Migrant
6002676,Ptilinopus pulchellus,Ptilinopus pulchellus,Beautiful Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,70,19,72,N,Not a Migrant
6002697,Ptilinopus iozonus,Ptilinopus iozonus,Orange-bellied Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,114,21,108.5,Y,Not a Migrant
6002700,Ptilinopus melanospilus,Ptilinopus melanospilus,Black-naped Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,92,24.5,106,N,Nomadic
6002711,Ducula forsteni,Ducula forsteni,White-bellied Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,80,0,10,10,0,0,509.99,47,510,N,Not a Migrant
6002713,Ducula radiata,Ducula radiata,Grey-headed Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,295,37.5,295,N,Nomadic
6002715,Ducula aenea,Ducula aenea,Green Imperial-pigeon,0,0,0,0,0,0,90,0,0,10,0,0,0,0,20,80,0,0,545,43.5,504.5,N,Not a Migrant
6002729,Ducula rufigaster,Ducula rufigaster,Purple-tailed Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,30,70,0,0,436,36,498,N,Not a Migrant
6002736,Ducula pinon,Ducula pinon,Pinon Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,756,46,792.5,N,Nomadic
6002739,Ducula zoeae,Ducula zoeae,Banded Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,568,39.5,583.5,N,Not a Migrant
6002740,Ducula badia,Ducula badia,Mountain Imperial-pigeon,0,0,0,0,0,0,90,0,0,10,0,0,0,33,33,33,0,0,485.99,47,520.3333333,N,Not a Migrant
6002758,Eurypyga helias,Eurypyga helias,Sunbittern,40,0,30,30,0,0,0,0,0,0,0,50,50,0,0,0,0,0,210,45.5,188.5,N,Not a Migrant
6002803,Psophia crepitans,Psophia crepitans,Grey-winged Trumpeter,10,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,0,1026,48.5,1250,N,Not a Migrant
6002804,Psophia leucoptera,Psophia leucoptera,Pale-winged Trumpeter,10,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,0,1315.58,48.5,1305,N,Not a Migrant
6002809,Sarothrura pulchra,Sarothrura pulchra,White-spotted Flufftail,70,0,10,0,0,0,0,0,10,10,0,20,80,0,0,0,0,0,45.2,16.5,46,N,Not a Migrant
6002839,Laterallus albigularis,Laterallus albigularis,White-throated Crake,40,0,0,0,0,0,0,0,30,30,0,20,80,0,0,0,0,0,47.29,15,47.5,N,Not a Migrant
6002853,Gallirallus torquatus,Gallirallus torquatus,Barred Rail,50,0,10,0,0,0,10,0,10,20,0,0,100,0,0,0,0,0,280,34,241,N,Not a Migrant
6002884,Aramides cajaneus,Aramides cajanea,Grey-necked Wood-rail,50,0,20,0,0,0,10,0,10,10,0,50,50,0,0,0,0,0,397,36.5,408,N,Not a Migrant
6002887,Aramides saracura,Aramides saracura,Slaty-breasted Wood-rail,70,10,10,0,0,0,10,0,0,0,0,30,70,0,0,0,0,0,540,NA,NA,NA,NA
6003327,Aviceda jerdoni,Aviceda jerdoni,Jerdon's Baza,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,363,44.5,353,N,Not a Migrant
6003328,Aviceda subcristata,Aviceda subcristata,Pacific Baza,40,10,40,0,0,0,10,0,0,0,0,0,0,0,30,70,0,0,322.65,40.5,331,N,Not a Migrant
6003330,Leptodon cayanensis,Leptodon cayanensis,Grey-headed Kite,50,20,30,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,474,48.5,506.75,N,Not a Migrant
6003332,Henicopernis longicauda,Henicopernis longicauda,Long-tailed Honey-buzzard,60,20,20,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,571.23,50.5,594.25,N,Not a Migrant
6003339,Elanoides forficatus,Elanoides forficatus,American Swallow-tailed Kite,70,0,20,0,0,0,10,0,0,0,0,0,0,50,50,0,0,0,416.24,59,458,N,Full Migrant
6003349,Harpagus bidentatus,Harpagus bidentatus,Double-toothed Kite,80,0,20,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,215.25,32,194.5,N,Not a Migrant
6003352,Ictinia plumbea,Ictinia plumbea,Plumbeous Kite,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,249.9,33.5,242.25,N,Full Migrant
6003357,Haliastur sphenurus,Haliastur sphenurus,Whistling Kite,10,10,10,10,0,60,0,0,0,0,0,0,100,0,0,0,0,0,752.99,55,740,N,Full Migrant
6003358,Haliastur indus,Haliastur indus,Brahminy Kite,10,20,10,10,0,50,0,0,0,0,0,10,50,0,0,10,30,0,529,48,548.25,N,Not a Migrant
6003390,Spilornis cheela,Spilornis cheela,Crested Serpent-eagle,10,20,60,10,0,0,0,0,0,0,0,0,50,0,25,25,0,0,597.74,62,1110,N,Not a Migrant
6003394,Spilornis rufipectus,Spilornis rufipectus,Sulawesi Serpent-eagle,10,20,60,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,938.66,47.5,896,N,Not a Migrant
6003412,Polyboroides typus,Polyboroides typus,African Harrier-hawk,20,40,20,0,0,0,20,0,0,0,0,0,10,30,30,30,0,0,633.24,59.5,700.3333333,N,Full Migrant
6003425,Accipiter badius,Accipiter badius,Shikra,10,30,60,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,131.15,34.75,172.25,N,Full Migrant
6003430,Accipiter trinotatus,Accipiter trinotatus,Spot-tailed Goshawk,20,10,70,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,146,28.5,279.8586957,N,Not a Migrant
6003431,Accipiter novaehollandiae,Accipiter novaehollandiae,Grey Goshawk,30,40,30,0,0,0,0,0,0,0,0,0,50,0,30,20,0,0,326.06,19.5,557,N,Not a Migrant
6003440,Accipiter poliocephalus,Accipiter poliocephalus,Grey-headed Goshawk,20,0,80,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,214.76,34,267,N,Not a Migrant
6003442,Accipiter superciliosus,Accipiter superciliosus,Tiny Hawk,0,80,20,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,99.51,25.75,96.375,N,Not a Migrant
6003445,Accipiter minullus,Accipiter minullus,Little Sparrowhawk,20,60,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,87.43,22.5,83,N,Not a Migrant
6003447,Accipiter virgatus,Accipiter virgatus,Besra,20,60,20,0,0,0,0,0,0,0,0,0,50,0,30,20,0,0,116.99,30,137.25,N,Altitudinal Migrant
6003448,Accipiter nanus,Accipiter nanus,Small Sparrowhawk,70,30,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,332.94,25.5,279.8586957,N,Not a Migrant
6003464,Accipiter melanoleucus,Accipiter melanoleucus,Black Goshawk,0,90,10,0,0,0,0,0,0,0,0,0,10,30,40,20,0,0,698.99,49,637.5,N,Not a Migrant
6003476,Geranospiza caerulescens,Geranospiza caerulescens,Crane Hawk,30,30,40,0,0,0,0,0,0,0,0,0,20,30,50,0,0,0,302.5,46,321.5,N,Not a Migrant
6003483,Leucopternis semiplumbeus,Leucopternis semiplumbeus,Semiplumbeous Hawk,10,10,80,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,285.04,33.5,287.5,N,Not a Migrant
6003484,Leucopternis albicollis,Leucopternis albicollis,White Hawk,20,30,30,20,0,0,0,0,0,0,0,0,100,0,0,0,0,0,703.7,49,703,N,Not a Migrant
6003490,Buteogallus urubitinga,Buteogallus urubitinga,Great Black-hawk,20,20,30,10,0,10,10,0,0,0,0,0,40,10,10,40,0,0,1152.87,57.5,995.75,N,Not a Migrant
6003499,Buteo magnirostris,Buteo magnirostris,Roadside Hawk,40,30,30,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,269,37,286,N,Not a Migrant
6003504,Buteo brachyurus,Buteo brachyurus,Short-tailed Hawk,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,496.01,41.5,468.75,N,Not a Migrant
6003511,Buteo albonotatus,Buteo albonotatus,Zone-tailed Hawk,0,70,30,0,0,0,0,0,0,0,0,0,50,20,30,0,0,0,745.92,51,764,N,Full Migrant
6003527,Harpyopsis novaeguineae,Harpyopsis novaeguineae,New Guinea Eagle,0,80,20,0,0,0,0,0,0,0,0,0,40,10,10,30,10,0,1959.59,81,2000,N,Not a Migrant
6003529,Ictinaetus malayensis,Ictinaetus malayensis,Black Eagle,20,50,30,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,1028,72.5,1300,N,Not a Migrant
6003536,Aquila gurneyi,Aquila gurneyi,Gurney's Eagle,0,100,0,0,0,0,0,0,0,0,0,0,30,20,20,30,0,0,3059.99,76,3060,N,Not a Migrant
6003555,Nisaetus lanceolatus,Nisaetus lanceolatus,Sulawesi Hawk-eagle,0,80,20,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,1391.37,60,1284.533333,N,Not a Migrant
6003557,Nisaetus nanus,Nisaetus nanus,Wallace's Hawk-eagle,0,80,20,0,0,0,0,0,0,0,0,0,40,20,20,20,0,0,557.76,NA,NA,NA,NA
6003558,Spizaetus tyrannus,Spizaetus tyrannus,Black Hawk-eagle,0,60,40,0,0,0,0,0,0,0,0,0,20,20,30,20,10,0,1007.11,64.5,1017.5,N,Not a Migrant
6003560,Stephanoaetus coronatus,Stephanoaetus coronatus,Crowned Hawk-eagle,0,90,10,0,0,0,0,0,0,0,0,0,40,20,20,20,0,0,3640,89.5,3673.75,N,Not a Migrant
6003563,Daptrius ater,Daptrius ater,Black Caracara,10,20,20,20,0,20,10,0,0,0,0,0,20,20,40,20,0,0,351.75,44,374.3333333,N,Not a Migrant
